,state_number,consecutive_number,vehicle_number,contributing_circumstances_motor_vehicle,contributing_circumstances_motor_vehicle_name
19740,37,370501,1,0,None
19741,37,370502,1,0,None
19742,37,370474,1,0,None
19743,37,370475,1,0,None
19744,37,370476,1,0,None
19745,37,370479,1,0,None
19746,37,370480,1,0,None
19747,37,370481,1,0,None
19748,37,370428,1,0,None
19749,37,370482,1,0,None
19750,37,370483,1,0,None
19751,37,370484,1,0,None
19752,37,370485,1,0,None
19753,37,370486,1,0,None
19754,37,370487,1,0,None
19755,37,370387,1,0,None
19756,37,370371,1,0,None
19757,37,370372,1,0,None
19758,37,370373,1,0,None
19759,37,370374,1,0,None
19760,37,370377,1,0,None
19761,37,370385,1,0,None
19762,37,370386,1,0,None
19763,37,370370,1,0,None
19764,37,370388,1,0,None
19765,37,370389,1,0,None
19766,37,370390,1,0,None
19767,37,370391,1,0,None
19768,37,370394,1,0,None
19769,37,370395,1,0,None
19770,37,370353,1,0,None
19771,37,370354,1,0,None
19772,37,370355,1,0,None
19773,37,370356,1,0,None
19774,37,370357,1,0,None
19775,37,370358,1,0,None
19776,37,370359,1,0,None
19777,37,370396,1,0,None
19778,37,370362,1,0,None
19779,37,370363,1,0,None
19780,37,370364,1,0,None
19781,37,370365,1,0,None
19782,37,370366,1,0,None
19783,37,370367,1,0,None
19784,37,370368,1,0,None
19785,37,370369,1,0,None
19786,37,370413,1,0,None
19787,37,370414,1,0,None
19788,37,370415,1,0,None
19789,37,370416,1,0,None
19790,37,370417,1,0,None
19791,37,370418,1,0,None
19792,37,370419,1,0,None
19793,37,370412,1,0,None
19794,37,370420,1,0,None
19795,37,370421,1,0,None
19796,37,370422,1,0,None
19797,37,370423,1,0,None
19798,37,370424,1,0,None
19799,37,370425,1,0,None
19800,37,370426,1,0,None
19801,37,370427,1,0,None
19802,37,370402,1,0,None
19803,37,370397,1,0,None
19804,37,370398,1,0,None
19805,37,370399,1,0,None
19806,37,370400,1,0,None
19807,37,370224,1,0,None
19808,37,370403,1,0,None
19809,37,370404,1,0,None
19810,37,370405,1,0,None
19811,37,370406,1,0,None
19812,37,370410,1,0,None
19813,37,370011,1,0,None
19814,37,370012,1,0,None
19815,37,370013,1,0,None
19816,37,370014,1,0,None
19817,37,370015,1,0,None
19818,37,370017,1,0,None
19819,37,370020,1,0,None
19820,37,370010,1,0,None
19821,37,370022,1,0,None
19822,37,370023,1,0,None
19823,37,370024,1,0,None
19824,37,370025,1,0,None
19825,37,370026,1,0,None
19826,37,370027,1,0,None
19827,37,370029,1,0,None
19828,37,370001,1,0,None
19829,37,370003,1,0,None
19830,37,370006,1,0,None
19831,37,370009,1,0,None
19832,37,370057,1,0,None
19833,37,370052,1,0,None
19834,37,370053,1,0,None
19835,37,370054,1,0,None
19836,37,370055,1,0,None
19837,37,370056,1,0,None
19838,37,370058,1,0,None
19839,37,370060,1,0,None
19840,37,370061,1,0,None
19841,37,370065,1,0,None
19842,37,370066,1,0,None
19843,37,370067,1,0,None
19844,37,370042,1,0,None
19845,37,370030,1,0,None
19846,37,370031,1,0,None
19847,37,370032,1,0,None
19848,37,370033,1,0,None
19849,37,370036,1,0,None
19850,37,370037,1,0,None
19851,37,370039,1,0,None
19852,37,370041,1,0,None
19853,37,370045,1,0,None
19854,37,370047,1,0,None
19855,37,370048,1,0,None
19856,37,370049,1,0,None
19857,37,370051,1,0,None
19858,37,370068,1,0,None
19859,37,370176,1,0,None
19860,37,370166,1,0,None
19861,37,370167,1,0,None
19862,37,370168,1,0,None
19863,37,370169,1,0,None
19864,37,370170,1,0,None
19865,37,370174,1,0,None
19866,37,370175,1,0,None
19867,37,370177,1,0,None
19868,37,370178,1,0,None
19869,37,370179,1,0,None
19870,37,370180,1,0,None
19871,37,370181,1,0,None
19872,37,370182,1,0,None
19873,37,370183,1,0,None
19874,37,370155,1,0,None
19875,37,370147,1,0,None
19876,37,370148,1,0,None
19877,37,370149,1,0,None
19878,37,370150,1,0,None
19879,37,370151,1,0,None
19880,37,370152,1,0,None
19881,37,370153,1,0,None
19882,37,370154,1,0,None
19883,37,370184,1,0,None
19884,37,370156,1,0,None
19885,37,370157,1,0,None
19886,37,370158,1,0,None
19887,37,370159,1,0,None
19888,37,370160,1,0,None
19889,37,370161,1,0,None
19890,37,370164,1,0,None
19891,37,370215,1,0,None
19892,37,370209,1,0,None
19893,37,370210,1,0,None
19894,37,370211,1,0,None
19895,37,370212,1,0,None
19896,37,370213,1,0,None
19897,37,370214,1,0,None
19898,37,370208,1,0,None
19899,37,370216,1,0,None
19900,37,370217,1,0,None
19901,37,370218,1,0,None
19902,37,370219,1,0,None
19903,37,370220,1,0,None
19904,37,370221,1,0,None
19905,37,370222,1,0,None
19906,37,370223,1,0,None
19907,37,370185,1,0,None
19908,37,370186,1,0,None
19909,37,370187,1,0,None
19910,37,370189,1,0,None
19911,37,370192,1,0,None
19912,37,370193,1,0,None
19913,37,370194,1,0,None
19914,37,370195,1,0,None
19915,37,370197,1,0,None
19916,37,370201,1,0,None
19917,37,370203,1,0,None
19918,37,370204,1,0,None
19919,37,370205,1,0,None
19920,37,370206,1,0,None
19921,37,370207,1,0,None
19922,37,370099,1,0,None
19923,37,370092,1,0,None
19924,37,370093,1,0,None
19925,37,370094,1,0,None
19926,37,370095,1,0,None
19927,37,370096,1,0,None
19928,37,370097,1,0,None
19929,37,370098,1,0,None
19930,37,370091,1,0,None
19931,37,370100,1,0,None
19932,37,370101,1,0,None
19933,37,370102,1,0,None
19934,37,370103,1,0,None
19935,37,370104,1,0,None
19936,37,370106,1,0,None
19937,37,370107,1,0,None
19938,37,370080,1,0,None
19939,37,370069,1,0,None
19940,37,370070,1,0,None
19941,37,370074,1,0,None
19942,37,370075,1,0,None
19943,37,370076,1,0,None
19944,37,370079,1,0,None
19945,37,370109,1,0,None
19946,37,370082,1,0,None
19947,37,370083,1,0,None
19948,37,370084,1,0,None
19949,37,370085,1,0,None
19950,37,370088,1,0,None
19951,37,370089,1,0,None
19952,37,370130,1,0,None
19953,37,370131,1,0,None
19954,37,370132,1,0,None
19955,37,370133,1,0,None
19956,37,370134,1,0,None
19957,37,370135,1,0,None
19958,37,370136,1,0,None
19959,37,370137,1,0,None
19960,37,370138,1,0,None
19961,37,370139,1,0,None
19962,37,370140,1,0,None
19963,37,370141,1,0,None
19964,37,370143,1,0,None
19965,37,370145,1,0,None
19966,37,370146,1,0,None
19967,37,370118,1,0,None
19968,37,370110,1,0,None
19969,37,370111,1,0,None
19970,37,370112,1,0,None
19971,37,370113,1,0,None
19972,37,370114,1,0,None
19973,37,370115,1,0,None
19974,37,370117,1,0,None
19975,37,370503,1,0,None
19976,37,370119,1,0,None
19977,37,370122,1,0,None
19978,37,370123,1,0,None
19979,37,370124,1,0,None
19980,37,370125,1,0,None
19981,37,370126,1,0,None
19982,37,370127,1,0,None
19983,37,370128,1,0,None
19984,37,370129,1,0,None
19985,37,370911,1,0,None
19986,37,370901,1,0,None
19987,37,370902,1,0,None
19988,37,370903,1,0,None
19989,37,370904,1,0,None
19990,37,370905,1,0,None
19991,37,370906,1,0,None
19992,37,370907,1,0,None
19993,37,370910,1,0,None
19994,37,370913,1,0,None
19995,37,370915,1,0,None
19996,37,370916,1,0,None
19997,37,370917,1,0,None
19998,37,370918,1,0,None
19999,37,370920,1,0,None
20000,37,370884,1,0,None
20001,37,370885,1,0,None
20002,37,370888,1,0,None
20003,37,370889,1,0,None
20004,37,370890,1,0,None
20005,37,370891,1,0,None
20006,37,370892,1,0,None
20007,37,370893,1,0,None
20008,37,370894,1,0,None
20009,37,370896,1,0,None
20010,37,370897,1,0,None
20011,37,370898,1,0,None
20012,37,370899,1,0,None
20013,37,370900,1,0,None
20014,37,370936,1,0,None
20015,37,370937,1,0,None
20016,37,370939,1,0,None
20017,37,370940,1,0,None
20018,37,370942,1,0,None
20019,37,370944,1,0,None
20020,37,370935,1,0,None
20021,37,370945,1,0,None
20022,37,370946,1,0,None
20023,37,370947,1,0,None
20024,37,370948,1,0,None
20025,37,370949,1,0,None
20026,37,370950,1,0,None
20027,37,370951,1,0,None
20028,37,370952,1,0,None
20029,37,370928,1,0,None
20030,37,370921,1,0,None
20031,37,370922,1,0,None
20032,37,370923,1,0,None
20033,37,370924,1,0,None
20034,37,370925,1,0,None
20035,37,370927,1,0,None
20036,37,370883,1,0,None
20037,37,370929,1,0,None
20038,37,370930,1,0,None
20039,37,370931,1,0,None
20040,37,370932,1,0,None
20041,37,370933,1,0,None
20042,37,370934,1,0,None
20043,37,370829,1,0,None
20044,37,370830,1,0,None
20045,37,370831,1,0,None
20046,37,370832,1,0,None
20047,37,370834,1,0,None
20048,37,370835,1,0,None
20049,37,370827,1,0,None
20050,37,370836,1,0,None
20051,37,370837,1,0,None
20052,37,370838,1,0,None
20053,37,370840,1,0,None
20054,37,370841,1,0,None
20055,37,370842,1,0,None
20056,37,370812,1,0,None
20057,37,370814,1,0,None
20058,37,370815,1,0,None
20059,37,370817,1,0,None
20060,37,370818,1,0,None
20061,37,370819,1,0,None
20062,37,370843,1,0,None
20063,37,370821,1,0,None
20064,37,370822,1,0,None
20065,37,370823,1,0,None
20066,37,370824,1,0,None
20067,37,370826,1,0,None
20068,37,370867,1,0,None
20069,37,370868,1,0,None
20070,37,370869,1,0,None
20071,37,370870,1,0,None
20072,37,370871,1,0,None
20073,37,370872,1,0,None
20074,37,370873,1,0,None
20075,37,370866,1,0,None
20076,37,370874,1,0,None
20077,37,370876,1,0,None
20078,37,370877,1,0,None
20079,37,370878,1,0,None
20080,37,370879,1,0,None
20081,37,370881,1,0,None
20082,37,370882,1,0,None
20083,37,370858,1,0,None
20084,37,370847,1,0,None
20085,37,370848,1,0,None
20086,37,370852,1,0,None
20087,37,370853,1,0,None
20088,37,370854,1,0,None
20089,37,370856,1,0,None
20090,37,370857,1,0,None
20091,37,370954,1,0,None
20092,37,370859,1,0,None
20093,37,370861,1,0,None
20094,37,370862,1,0,None
20095,37,370863,1,0,None
20096,37,370864,1,0,None
20097,37,371039,1,0,None
20098,37,371040,1,0,None
20099,37,371041,1,0,None
20100,37,371042,1,0,None
20101,37,371043,1,0,None
20102,37,371044,1,0,None
20103,37,371045,1,0,None
20104,37,371046,1,0,None
20105,37,371047,1,0,None
20106,37,371048,1,0,None
20107,37,371038,1,0,None
20108,37,371049,1,0,None
20109,37,371050,1,0,None
20110,37,371051,1,0,None
20111,37,371052,1,0,None
20112,37,371054,1,0,None
20113,37,371055,1,0,None
20114,37,371056,1,0,None
20115,37,371057,1,0,None
20116,37,371058,1,0,None
20117,37,371032,1,0,None
20118,37,371025,1,0,None
20119,37,371026,1,0,None
20120,37,371027,1,0,None
20121,37,371029,1,0,None
20122,37,371030,1,0,None
20123,37,371031,1,0,None
20124,37,371059,1,0,None
20125,37,371033,1,0,None
20126,37,371035,1,0,None
20127,37,371036,1,0,None
20128,37,371037,1,0,None
20129,37,371084,1,0,None
20130,37,371076,1,0,None
20131,37,371077,1,0,None
20132,37,371078,1,0,None
20133,37,371079,1,0,None
20134,37,371080,1,0,None
20135,37,371081,1,0,None
20136,37,371082,1,0,None
20137,37,371083,1,0,None
20138,37,371075,1,0,None
20139,37,371085,1,0,None
20140,37,371086,1,0,None
20141,37,371087,1,0,None
20142,37,371088,1,0,None
20143,37,371089,1,0,None
20144,37,371090,1,0,None
20145,37,371060,1,0,None
20146,37,371061,1,0,None
20147,37,371062,1,0,None
20148,37,371063,1,0,None
20149,37,371064,1,0,None
20150,37,371065,1,0,None
20151,37,371022,1,0,None
20152,37,371068,1,0,None
20153,37,371069,1,0,None
20154,37,371070,1,0,None
20155,37,371071,1,0,None
20156,37,371072,1,0,None
20157,37,371073,1,0,None
20158,37,370971,1,0,None
20159,37,370972,1,0,None
20160,37,370973,1,0,None
20161,37,370975,1,0,None
20162,37,370976,1,0,None
20163,37,370977,1,0,None
20164,37,370978,1,0,None
20165,37,370979,1,0,None
20166,37,370980,1,0,None
20167,37,370981,1,0,None
20168,37,370982,1,0,None
20169,37,370983,1,0,None
20170,37,370984,1,0,None
20171,37,370985,1,0,None
20172,37,370964,1,0,None
20173,37,370955,1,0,None
20174,37,370956,1,0,None
20175,37,370957,1,0,None
20176,37,370958,1,0,None
20177,37,370959,1,0,None
20178,37,370962,1,0,None
20179,37,370963,1,0,None
20180,37,370986,1,0,None
20181,37,370965,1,0,None
20182,37,370966,1,0,None
20183,37,370967,1,0,None
20184,37,370968,1,0,None
20185,37,370969,1,0,None
20186,37,371005,1,0,None
20187,37,371006,1,0,None
20188,37,371007,1,0,None
20189,37,371008,1,0,None
20190,37,371010,1,0,None
20191,37,371011,1,0,None
20192,37,371013,1,0,None
20193,37,371014,1,0,None
20194,37,371004,1,0,None
20195,37,371015,1,0,None
20196,37,371016,1,0,None
20197,37,371017,1,0,None
20198,37,371018,1,0,None
20199,37,371019,1,0,None
20200,37,371020,1,0,None
20201,37,371021,1,0,None
20202,37,370996,1,0,None
20203,37,370987,1,0,None
20204,37,370988,1,0,None
20205,37,370990,1,0,None
20206,37,370991,1,0,None
20207,37,370993,1,0,None
20208,37,370994,1,0,None
20209,37,370995,1,0,None
20210,37,370811,1,0,None
20211,37,370999,1,0,None
20212,37,371000,1,0,None
20213,37,371001,1,0,None
20214,37,371002,1,0,None
20215,37,370593,1,0,None
20216,37,370594,1,0,None
20217,37,370595,1,0,None
20218,37,370596,1,0,None
20219,37,370598,1,0,None
20220,37,370599,1,0,None
20221,37,370600,1,0,None
20222,37,370592,1,0,None
20223,37,370601,1,0,None
20224,37,370602,1,0,None
20225,37,370603,1,0,None
20226,37,370604,1,0,None
20227,37,370606,1,0,None
20228,37,370607,1,0,None
20229,37,370609,1,0,None
20230,37,370611,1,0,None
20231,37,370577,1,0,None
20232,37,370578,1,0,None
20233,37,370579,1,0,None
20234,37,370580,1,0,None
20235,37,370582,1,0,None
20236,37,370613,1,0,None
20237,37,370585,1,0,None
20238,37,370586,1,0,None
20239,37,370587,1,0,None
20240,37,370588,1,0,None
20241,37,370589,1,0,None
20242,37,370590,1,0,None
20243,37,370591,1,0,None
20244,37,370638,1,0,None
20245,37,370639,1,0,None
20246,37,370640,1,0,None
20247,37,370641,1,0,None
20248,37,370642,1,0,None
20249,37,370643,1,0,None
20250,37,370647,1,0,None
20251,37,370648,1,0,None
20252,37,370649,1,0,None
20253,37,370650,1,0,None
20254,37,370651,1,0,None
20255,37,370652,1,0,None
20256,37,370653,1,0,None
20257,37,370654,1,0,None
20258,37,370628,1,0,None
20259,37,370614,1,0,None
20260,37,370615,1,0,None
20261,37,370616,1,0,None
20262,37,370618,1,0,None
20263,37,370620,1,0,None
20264,37,370622,1,0,None
20265,37,370624,1,0,None
20266,37,370627,1,0,None
20267,37,370629,1,0,None
20268,37,370630,1,0,None
20269,37,370631,1,0,None
20270,37,370632,1,0,None
20271,37,370633,1,0,None
20272,37,370634,1,0,None
20273,37,370635,1,0,None
20274,37,370636,1,0,None
20275,37,370519,1,0,None
20276,37,370521,1,0,None
20277,37,370523,1,0,None
20278,37,370524,1,0,None
20279,37,370525,1,0,None
20280,37,370518,1,0,None
20281,37,370532,1,0,None
20282,37,370533,1,0,None
20283,37,370534,1,0,None
20284,37,370535,1,0,None
20285,37,370536,1,0,None
20286,37,370537,1,0,None
20287,37,370538,1,0,None
20288,37,370511,1,0,None
20289,37,370504,1,0,None
20290,37,370506,1,0,None
20291,37,370507,1,0,None
20292,37,370508,1,0,None
20293,37,370510,1,0,None
20294,37,370512,1,0,None
20295,37,370514,1,0,None
20296,37,370515,1,0,None
20297,37,370516,1,0,None
20298,37,370517,1,0,None
20299,37,370565,1,0,None
20300,37,370557,1,0,None
20301,37,370558,1,0,None
20302,37,370559,1,0,None
20303,37,370561,1,0,None
20304,37,370563,1,0,None
20305,37,370556,1,0,None
20306,37,370566,1,0,None
20307,37,370568,1,0,None
20308,37,370569,1,0,None
20309,37,370572,1,0,None
20310,37,370573,1,0,None
20311,37,370575,1,0,None
20312,37,370576,1,0,None
20313,37,370540,1,0,None
20314,37,370541,1,0,None
20315,37,370542,1,0,None
20316,37,370543,1,0,None
20317,37,370544,1,0,None
20318,37,370545,1,0,None
20319,37,370546,1,0,None
20320,37,370655,1,0,None
20321,37,370547,1,0,None
20322,37,370548,1,0,None
20323,37,370549,1,0,None
20324,37,370550,1,0,None
20325,37,370552,1,0,None
20326,37,370554,1,0,None
20327,37,370765,1,0,None
20328,37,370752,1,0,None
20329,37,370753,1,0,None
20330,37,370757,1,0,None
20331,37,370758,1,0,None
20332,37,370760,1,0,None
20333,37,370761,1,0,None
20334,37,370762,1,0,None
20335,37,370763,1,0,None
20336,37,370764,1,0,None
20337,37,370751,1,0,None
20338,37,370766,1,0,None
20339,37,370767,1,0,None
20340,37,370768,1,0,None
20341,37,370769,1,0,None
20342,37,370770,1,0,None
20343,37,370771,1,0,None
20344,37,370734,1,0,None
20345,37,370735,1,0,None
20346,37,370736,1,0,None
20347,37,370737,1,0,None
20348,37,370739,1,0,None
20349,37,370740,1,0,None
20350,37,370741,1,0,None
20351,37,370742,1,0,None
20352,37,370774,1,0,None
20353,37,370744,1,0,None
20354,37,370745,1,0,None
20355,37,370746,1,0,None
20356,37,370747,1,0,None
20357,37,370748,1,0,None
20358,37,370749,1,0,None
20359,37,370750,1,0,None
20360,37,370797,1,0,None
20361,37,370798,1,0,None
20362,37,370800,1,0,None
20363,37,370801,1,0,None
20364,37,370803,1,0,None
20365,37,370804,1,0,None
20366,37,370796,1,0,None
20367,37,370805,1,0,None
20368,37,370806,1,0,None
20369,37,370807,1,0,None
20370,37,370808,1,0,None
20371,37,370809,1,0,None
20372,37,370810,1,0,None
20373,37,370777,1,0,None
20374,37,370778,1,0,None
20375,37,370779,1,0,None
20376,37,370780,1,0,None
20377,37,370782,1,0,None
20378,37,370783,1,0,None
20379,37,370784,1,0,None
20380,37,370785,1,0,None
20381,37,370786,1,0,None
20382,37,370787,1,0,None
20383,37,370788,1,0,None
20384,37,370789,1,0,None
20385,37,370791,1,0,None
20386,37,370792,1,0,None
20387,37,370794,1,0,None
20388,37,370795,1,0,None
20389,37,370676,1,0,None
20390,37,370677,1,0,None
20391,37,370678,1,0,None
20392,37,370680,1,0,None
20393,37,370682,1,0,None
20394,37,370683,1,0,None
20395,37,370685,1,0,None
20396,37,370687,1,0,None
20397,37,370675,1,0,None
20398,37,370688,1,0,None
20399,37,370689,1,0,None
20400,37,370690,1,0,None
20401,37,370691,1,0,None
20402,37,370692,1,0,None
20403,37,370693,1,0,None
20404,37,370656,1,0,None
20405,37,370657,1,0,None
20406,37,370658,1,0,None
20407,37,370659,1,0,None
20408,37,370662,1,0,None
20409,37,370663,1,0,None
20410,37,370694,1,0,None
20411,37,370666,1,0,None
20412,37,370667,1,0,None
20413,37,370668,1,0,None
20414,37,370671,1,0,None
20415,37,370672,1,0,None
20416,37,370673,1,0,None
20417,37,370713,1,0,None
20418,37,370714,1,0,None
20419,37,370715,1,0,None
20420,37,370716,1,0,None
20421,37,370719,1,0,None
20422,37,370720,1,0,None
20423,37,370723,1,0,None
20424,37,370712,1,0,None
20425,37,370724,1,0,None
20426,37,370725,1,0,None
20427,37,370727,1,0,None
20428,37,370729,1,0,None
20429,37,370730,1,0,None
20430,37,370731,1,0,None
20431,37,370733,1,0,None
20432,37,370703,1,0,None
20433,37,370696,1,0,None
20434,37,370697,1,0,None
20435,37,370698,1,0,None
20436,37,370699,1,0,None
20437,37,370700,1,0,None
20438,37,370701,1,0,None
20439,37,370702,1,0,None
20440,37,370704,1,0,None
20441,37,370705,1,0,None
20442,37,370706,1,0,None
20443,37,370708,1,0,None
20444,37,370710,1,0,None
20445,39,390052,1,0,None
20446,39,390045,1,0,None
20447,39,390046,1,0,None
20448,39,390047,1,0,None
20449,39,390048,1,0,None
20450,39,390049,1,0,None
20451,39,390050,1,0,None
20452,39,390051,1,0,None
20453,39,390044,1,0,None
20454,39,390053,1,0,None
20455,39,390054,1,0,None
20456,39,390055,1,0,None
20457,39,390056,1,0,None
20458,39,390057,1,0,None
20459,39,390059,1,0,None
20460,39,390060,1,0,None
20461,39,390036,1,0,None
20462,39,390029,1,0,None
20463,39,390030,1,0,None
20464,39,390031,1,0,None
20465,39,390032,1,0,None
20466,39,390033,1,0,None
20467,39,390034,1,0,None
20468,39,390035,1,0,None
20469,39,390061,1,0,None
20470,39,390037,1,0,None
20471,39,390038,1,0,None
20472,39,390039,1,0,None
20473,39,390040,1,0,None
20474,39,390041,1,0,None
20475,39,390042,1,0,None
20476,39,390043,1,0,None
20477,39,390085,1,0,None
20478,39,390080,1,0,None
20479,39,390081,1,0,None
20480,39,390082,1,0,None
20481,39,390083,1,0,None
20482,39,390084,1,0,None
20483,39,390079,1,0,None
20484,39,390086,1,0,None
20485,39,390087,1,0,None
20486,39,390088,1,0,None
20487,39,390062,1,0,None
20488,39,390063,1,0,None
20489,39,390064,1,0,None
20490,39,390066,1,0,None
20491,39,390067,1,0,None
20492,39,390068,1,0,None
20493,39,390069,1,0,None
20494,39,390072,1,0,None
20495,39,390073,1,0,None
20496,39,390074,1,0,None
20497,39,390075,1,0,None
20498,39,390076,1,0,None
20499,39,390077,1,0,None
20500,39,390078,1,0,None
20501,39,390014,1,0,None
20502,39,390015,1,0,None
20503,39,390016,1,0,None
20504,39,390017,1,0,None
20505,39,390018,1,0,None
20506,39,390019,1,0,None
20507,39,390020,1,0,None
20508,39,390021,1,0,None
20509,39,390022,1,0,None
20510,39,390023,1,0,None
20511,39,390024,1,0,None
20512,39,390025,1,0,None
20513,39,390026,1,0,None
20514,39,390027,1,0,None
20515,39,390028,1,0,None
20516,39,390008,1,0,None
20517,39,390001,1,0,None
20518,39,390002,1,0,None
20519,39,390003,1,0,None
20520,39,390004,1,0,None
20521,39,390005,1,0,None
20522,39,390006,1,0,None
20523,39,390007,1,0,None
20524,39,390009,1,0,None
20525,39,390010,1,0,None
20526,39,390011,1,0,None
20527,39,390012,1,0,None
20528,39,390013,1,0,None
20529,39,390127,1,0,None
20530,39,390129,1,0,None
20531,39,390131,1,0,None
20532,39,390132,1,0,None
20533,39,390133,1,0,None
20534,39,390134,1,0,None
20535,39,390135,1,0,None
20536,39,390123,1,0,None
20537,39,390124,1,0,None
20538,39,390125,1,0,None
20539,39,390126,1,0,None
20540,39,390136,1,0,None
20541,39,390160,1,0,None
20542,39,390153,1,0,None
20543,39,390154,1,0,None
20544,39,390155,1,0,None
20545,39,390156,1,0,None
20546,39,390157,1,0,None
20547,39,390158,1,0,None
20548,39,390152,1,0,None
20549,39,390161,1,0,None
20550,39,390162,1,0,None
20551,39,390163,1,0,None
20552,39,390164,1,0,None
20553,39,390165,1,0,None
20554,39,390166,1,0,None
20555,39,390168,1,0,None
20556,39,390144,1,0,None
20557,39,390137,1,0,None
20558,39,390138,1,0,None
20559,39,390139,1,0,None
20560,39,390140,1,0,None
20561,39,390141,1,0,None
20562,39,390142,1,0,None
20563,39,390143,1,0,None
20564,39,390145,1,0,None
20565,39,390147,1,0,None
20566,39,390148,1,0,None
20567,39,390149,1,0,None
20568,39,390150,1,0,None
20569,39,390151,1,0,None
20570,39,390097,1,0,None
20571,39,390098,1,0,None
20572,39,390096,1,0,None
20573,39,390089,1,0,None
20574,39,390090,1,0,None
20575,39,390091,1,0,None
20576,39,390092,1,0,None
20577,39,390093,1,0,None
20578,39,390094,1,0,None
20579,39,390095,1,0,None
20580,39,390099,1,0,None
20581,39,390110,1,0,None
20582,39,390111,1,0,None
20583,39,390113,1,0,None
20584,39,390114,1,0,None
20585,39,390115,1,0,None
20586,39,390116,1,0,None
20587,39,390109,1,0,None
20588,39,390117,1,0,None
20589,39,390118,1,0,None
20590,39,390119,1,0,None
20591,39,390120,1,0,None
20592,39,390122,1,0,None
20593,39,390102,1,0,None
20594,39,390100,1,0,None
20595,39,390101,1,0,None
20596,39,390103,1,0,None
20597,39,390104,1,0,None
20598,39,390105,1,0,None
20599,39,390106,1,0,None
20600,39,390107,1,0,None
20601,39,390108,1,0,None
20602,39,390169,1,0,None
20603,39,390489,1,0,None
20604,39,390490,1,0,None
20605,39,390491,1,0,None
20606,39,390492,1,0,None
20607,39,390493,1,0,None
20608,39,390494,1,0,None
20609,39,390495,1,0,None
20610,39,390488,1,0,None
20611,39,390496,1,0,None
20612,39,390497,1,0,None
20613,39,390498,1,0,None
20614,39,390499,1,0,None
20615,39,390500,1,0,None
20616,39,390501,1,0,None
20617,39,390503,1,0,None
20618,39,390478,1,0,None
20619,39,390479,1,0,None
20620,39,390480,1,0,None
20621,39,390481,1,0,None
20622,39,390482,1,0,None
20623,39,390505,1,0,None
20624,39,390483,1,0,None
20625,39,390484,1,0,None
20626,39,390485,1,0,None
20627,39,390486,1,0,None
20628,39,390520,1,0,None
20629,39,390521,1,0,None
20630,39,390522,1,0,None
20631,39,390523,1,0,None
20632,39,390524,1,0,None
20633,39,390525,1,0,None
20634,39,390526,1,0,None
20635,39,390528,1,0,None
20636,39,390529,1,0,None
20637,39,390531,1,0,None
20638,39,390532,1,0,None
20639,39,390533,1,0,None
20640,39,390513,1,0,None
20641,39,390506,1,0,None
20642,39,390507,1,0,None
20643,39,390508,1,0,None
20644,39,390509,1,0,None
20645,39,390510,1,0,None
20646,39,390511,1,0,None
20647,39,390512,1,0,None
20648,39,390514,1,0,None
20649,39,390515,1,0,None
20650,39,390516,1,0,None
20651,39,390517,1,0,None
20652,39,390518,1,0,None
20653,39,390519,1,0,None
20654,39,390442,1,0,None
20655,39,390437,1,0,None
20656,39,390438,1,0,None
20657,39,390439,1,0,None
20658,39,390440,1,0,None
20659,39,390441,1,0,None
20660,39,390436,1,0,None
20661,39,390443,1,0,None
20662,39,390444,1,0,None
20663,39,390445,1,0,None
20664,39,390446,1,0,None
20665,39,390447,1,0,None
20666,39,390448,1,0,None
20667,39,390449,1,0,None
20668,39,390423,1,0,None
20669,39,390424,1,0,None
20670,39,390425,1,0,None
20671,39,390426,1,0,None
20672,39,390427,1,0,None
20673,39,390428,1,0,None
20674,39,390450,1,0,None
20675,39,390429,1,0,None
20676,39,390430,1,0,None
20677,39,390432,1,0,None
20678,39,390433,1,0,None
20679,39,390434,1,0,None
20680,39,390435,1,0,None
20681,39,390470,1,0,None
20682,39,390465,1,0,None
20683,39,390466,1,0,None
20684,39,390467,1,0,None
20685,39,390468,1,0,None
20686,39,390469,1,0,None
20687,39,390471,1,0,None
20688,39,390472,1,0,None
20689,39,390474,1,0,None
20690,39,390475,1,0,None
20691,39,390476,1,0,None
20692,39,390477,1,0,None
20693,39,390451,1,0,None
20694,39,390452,1,0,None
20695,39,390453,1,0,None
20696,39,390454,1,0,None
20697,39,390455,1,0,None
20698,39,390456,1,0,None
20699,39,390534,1,0,None
20700,39,390457,1,0,None
20701,39,390458,1,0,None
20702,39,390459,1,0,None
20703,39,390460,1,0,None
20704,39,390461,1,0,None
20705,39,390463,1,0,None
20706,39,390464,1,0,None
20707,39,390604,1,0,None
20708,39,390605,1,0,None
20709,39,390606,1,0,None
20710,39,390607,1,0,None
20711,39,390608,1,0,None
20712,39,390610,1,0,None
20713,39,390611,1,0,None
20714,39,390612,1,0,None
20715,39,390613,1,0,None
20716,39,390614,1,0,None
20717,39,390615,1,0,None
20718,39,390616,1,0,None
20719,39,390617,1,0,None
20720,39,390588,1,0,None
20721,39,390589,1,0,None
20722,39,390590,1,0,None
20723,39,390591,1,0,None
20724,39,390592,1,0,None
20725,39,390593,1,0,None
20726,39,390594,1,0,None
20727,39,390596,1,0,None
20728,39,390618,1,0,None
20729,39,390597,1,0,None
20730,39,390598,1,0,None
20731,39,390599,1,0,None
20732,39,390600,1,0,None
20733,39,390601,1,0,None
20734,39,390602,1,0,None
20735,39,390603,1,0,None
