,state_number,consecutive_number,vehicle_number,driver_distracted_by,driver_distracted_by_name
21331,20,200108,1,93,"Inattention (Inattentive), Details Unknown"
21332,20,200106,1,93,"Inattention (Inattentive), Details Unknown"
21333,20,200104,1,93,"Inattention (Inattentive), Details Unknown"
21334,20,200095,1,93,"Inattention (Inattentive), Details Unknown"
21335,20,200359,1,93,"Inattention (Inattentive), Details Unknown"
21336,20,200080,1,93,"Inattention (Inattentive), Details Unknown"
21337,20,200079,1,93,"Inattention (Inattentive), Details Unknown"
21338,20,200071,1,93,"Inattention (Inattentive), Details Unknown"
21339,20,200068,1,93,"Inattention (Inattentive), Details Unknown"
21340,20,200055,1,93,"Inattention (Inattentive), Details Unknown"
21341,20,200050,1,93,"Inattention (Inattentive), Details Unknown"
21342,20,200047,1,93,"Inattention (Inattentive), Details Unknown"
21343,20,200045,1,93,"Inattention (Inattentive), Details Unknown"
21344,20,200383,1,93,"Inattention (Inattentive), Details Unknown"
21345,20,200377,1,93,"Inattention (Inattentive), Details Unknown"
21346,20,200372,1,93,"Inattention (Inattentive), Details Unknown"
21347,21,210195,1,93,"Inattention (Inattentive), Details Unknown"
21348,21,210224,1,93,"Inattention (Inattentive), Details Unknown"
21349,21,210222,1,93,"Inattention (Inattentive), Details Unknown"
21350,21,210220,1,93,"Inattention (Inattentive), Details Unknown"
21351,21,210218,1,93,"Inattention (Inattentive), Details Unknown"
21352,21,210215,1,93,"Inattention (Inattentive), Details Unknown"
21353,21,210209,1,93,"Inattention (Inattentive), Details Unknown"
21354,21,210207,1,93,"Inattention (Inattentive), Details Unknown"
21355,21,210203,1,93,"Inattention (Inattentive), Details Unknown"
21356,21,210230,1,93,"Inattention (Inattentive), Details Unknown"
21357,21,210192,1,93,"Inattention (Inattentive), Details Unknown"
21358,21,210191,1,93,"Inattention (Inattentive), Details Unknown"
21359,21,210190,1,93,"Inattention (Inattentive), Details Unknown"
21360,21,210189,1,93,"Inattention (Inattentive), Details Unknown"
21361,21,210188,1,93,"Inattention (Inattentive), Details Unknown"
21362,21,210184,1,93,"Inattention (Inattentive), Details Unknown"
21363,21,210183,1,93,"Inattention (Inattentive), Details Unknown"
21364,21,210172,1,93,"Inattention (Inattentive), Details Unknown"
21365,21,210249,1,93,"Inattention (Inattentive), Details Unknown"
21366,21,210302,1,93,"Inattention (Inattentive), Details Unknown"
21367,21,210288,1,93,"Inattention (Inattentive), Details Unknown"
21368,21,210281,1,93,"Inattention (Inattentive), Details Unknown"
21369,21,210279,1,93,"Inattention (Inattentive), Details Unknown"
21370,21,210275,1,93,"Inattention (Inattentive), Details Unknown"
21371,21,210263,1,93,"Inattention (Inattentive), Details Unknown"
21372,21,210262,1,93,"Inattention (Inattentive), Details Unknown"
21373,21,210257,1,93,"Inattention (Inattentive), Details Unknown"
21374,21,210254,1,93,"Inattention (Inattentive), Details Unknown"
21375,21,210171,1,93,"Inattention (Inattentive), Details Unknown"
21376,21,210247,1,93,"Inattention (Inattentive), Details Unknown"
21377,21,210246,1,93,"Inattention (Inattentive), Details Unknown"
21378,21,210241,1,93,"Inattention (Inattentive), Details Unknown"
21379,21,210238,1,93,"Inattention (Inattentive), Details Unknown"
21380,21,210237,1,93,"Inattention (Inattentive), Details Unknown"
21381,21,210236,1,93,"Inattention (Inattentive), Details Unknown"
21382,21,210235,1,93,"Inattention (Inattentive), Details Unknown"
21383,21,210232,1,93,"Inattention (Inattentive), Details Unknown"
21384,21,210045,1,93,"Inattention (Inattentive), Details Unknown"
21385,21,210083,1,93,"Inattention (Inattentive), Details Unknown"
21386,21,210082,1,93,"Inattention (Inattentive), Details Unknown"
21387,21,210075,1,93,"Inattention (Inattentive), Details Unknown"
21388,21,210071,1,93,"Inattention (Inattentive), Details Unknown"
21389,21,210066,1,93,"Inattention (Inattentive), Details Unknown"
21390,21,210065,1,93,"Inattention (Inattentive), Details Unknown"
21391,21,210060,1,93,"Inattention (Inattentive), Details Unknown"
21392,21,210051,1,93,"Inattention (Inattentive), Details Unknown"
21393,21,210049,1,93,"Inattention (Inattentive), Details Unknown"
21394,21,210085,1,93,"Inattention (Inattentive), Details Unknown"
21395,21,210040,1,93,"Inattention (Inattentive), Details Unknown"
21396,21,210029,1,93,"Inattention (Inattentive), Details Unknown"
21397,21,210025,1,93,"Inattention (Inattentive), Details Unknown"
21398,21,210014,1,93,"Inattention (Inattentive), Details Unknown"
21399,21,210003,1,93,"Inattention (Inattentive), Details Unknown"
21400,21,210123,1,93,"Inattention (Inattentive), Details Unknown"
21401,21,210166,1,93,"Inattention (Inattentive), Details Unknown"
21402,21,210163,1,93,"Inattention (Inattentive), Details Unknown"
21403,21,210162,1,93,"Inattention (Inattentive), Details Unknown"
21404,21,210159,1,93,"Inattention (Inattentive), Details Unknown"
21405,21,210151,1,93,"Inattention (Inattentive), Details Unknown"
21406,21,210129,1,93,"Inattention (Inattentive), Details Unknown"
21407,21,210128,1,93,"Inattention (Inattentive), Details Unknown"
21408,21,210118,1,93,"Inattention (Inattentive), Details Unknown"
21409,21,210116,1,93,"Inattention (Inattentive), Details Unknown"
21410,21,210112,1,93,"Inattention (Inattentive), Details Unknown"
21411,21,210110,1,93,"Inattention (Inattentive), Details Unknown"
21412,21,210108,1,93,"Inattention (Inattentive), Details Unknown"
21413,21,210104,1,93,"Inattention (Inattentive), Details Unknown"
21414,21,210101,1,93,"Inattention (Inattentive), Details Unknown"
21415,21,210094,1,93,"Inattention (Inattentive), Details Unknown"
21416,21,210307,1,93,"Inattention (Inattentive), Details Unknown"
21417,21,210538,1,93,"Inattention (Inattentive), Details Unknown"
21418,21,210614,1,93,"Inattention (Inattentive), Details Unknown"
21419,21,210604,1,93,"Inattention (Inattentive), Details Unknown"
21420,21,210600,1,93,"Inattention (Inattentive), Details Unknown"
21421,21,210599,1,93,"Inattention (Inattentive), Details Unknown"
21422,21,210596,1,93,"Inattention (Inattentive), Details Unknown"
21423,21,210594,1,93,"Inattention (Inattentive), Details Unknown"
21424,21,210575,1,93,"Inattention (Inattentive), Details Unknown"
21425,21,210562,1,93,"Inattention (Inattentive), Details Unknown"
21426,21,210544,1,93,"Inattention (Inattentive), Details Unknown"
21427,21,210617,1,93,"Inattention (Inattentive), Details Unknown"
21428,21,210537,1,93,"Inattention (Inattentive), Details Unknown"
21429,21,210533,1,93,"Inattention (Inattentive), Details Unknown"
21430,21,210526,1,93,"Inattention (Inattentive), Details Unknown"
21431,21,210517,1,93,"Inattention (Inattentive), Details Unknown"
21432,21,210513,1,93,"Inattention (Inattentive), Details Unknown"
21433,21,210506,1,93,"Inattention (Inattentive), Details Unknown"
21434,21,210501,1,93,"Inattention (Inattentive), Details Unknown"
21435,21,210480,1,93,"Inattention (Inattentive), Details Unknown"
21436,21,210715,1,93,"Inattention (Inattentive), Details Unknown"
21437,21,210764,1,93,"Inattention (Inattentive), Details Unknown"
21438,21,210758,1,93,"Inattention (Inattentive), Details Unknown"
21439,21,210756,1,93,"Inattention (Inattentive), Details Unknown"
21440,21,210755,1,93,"Inattention (Inattentive), Details Unknown"
21441,21,210751,1,93,"Inattention (Inattentive), Details Unknown"
21442,21,210731,1,93,"Inattention (Inattentive), Details Unknown"
21443,21,210721,1,93,"Inattention (Inattentive), Details Unknown"
21444,21,210717,1,93,"Inattention (Inattentive), Details Unknown"
21445,21,210477,1,93,"Inattention (Inattentive), Details Unknown"
21446,21,210687,1,93,"Inattention (Inattentive), Details Unknown"
21447,21,210678,1,93,"Inattention (Inattentive), Details Unknown"
21448,21,210673,1,93,"Inattention (Inattentive), Details Unknown"
21449,21,210670,1,93,"Inattention (Inattentive), Details Unknown"
21450,21,210669,1,93,"Inattention (Inattentive), Details Unknown"
21451,21,210652,1,93,"Inattention (Inattentive), Details Unknown"
21452,21,210651,1,93,"Inattention (Inattentive), Details Unknown"
21453,21,210641,1,93,"Inattention (Inattentive), Details Unknown"
21454,21,210337,1,93,"Inattention (Inattentive), Details Unknown"
21455,21,210411,1,93,"Inattention (Inattentive), Details Unknown"
21456,21,210382,1,93,"Inattention (Inattentive), Details Unknown"
21457,21,210376,1,93,"Inattention (Inattentive), Details Unknown"
21458,21,210363,1,93,"Inattention (Inattentive), Details Unknown"
21459,21,210362,1,93,"Inattention (Inattentive), Details Unknown"
21460,21,210361,1,93,"Inattention (Inattentive), Details Unknown"
21461,21,210353,1,93,"Inattention (Inattentive), Details Unknown"
21462,21,210352,1,93,"Inattention (Inattentive), Details Unknown"
21463,21,210347,1,93,"Inattention (Inattentive), Details Unknown"
21464,21,210412,1,93,"Inattention (Inattentive), Details Unknown"
21465,21,210335,1,93,"Inattention (Inattentive), Details Unknown"
21466,21,210334,1,93,"Inattention (Inattentive), Details Unknown"
21467,21,210324,1,93,"Inattention (Inattentive), Details Unknown"
21468,21,210322,1,93,"Inattention (Inattentive), Details Unknown"
21469,21,210315,1,93,"Inattention (Inattentive), Details Unknown"
21470,21,210313,1,93,"Inattention (Inattentive), Details Unknown"
21471,21,210311,1,93,"Inattention (Inattentive), Details Unknown"
21472,21,210304,1,93,"Inattention (Inattentive), Details Unknown"
21473,21,210437,1,93,"Inattention (Inattentive), Details Unknown"
21474,21,210466,1,93,"Inattention (Inattentive), Details Unknown"
21475,21,210463,1,93,"Inattention (Inattentive), Details Unknown"
21476,21,210462,1,93,"Inattention (Inattentive), Details Unknown"
21477,21,210460,1,93,"Inattention (Inattentive), Details Unknown"
21478,21,210452,1,93,"Inattention (Inattentive), Details Unknown"
21479,21,210451,1,93,"Inattention (Inattentive), Details Unknown"
21480,21,210444,1,93,"Inattention (Inattentive), Details Unknown"
21481,21,210440,1,93,"Inattention (Inattentive), Details Unknown"
21482,21,210435,1,93,"Inattention (Inattentive), Details Unknown"
21483,21,210430,1,93,"Inattention (Inattentive), Details Unknown"
21484,21,210425,1,93,"Inattention (Inattentive), Details Unknown"
21485,21,210420,1,93,"Inattention (Inattentive), Details Unknown"
21486,21,210417,1,93,"Inattention (Inattentive), Details Unknown"
21487,21,210415,1,93,"Inattention (Inattentive), Details Unknown"
21488,21,210413,1,93,"Inattention (Inattentive), Details Unknown"
21489,22,220017,1,93,"Inattention (Inattentive), Details Unknown"
21490,22,220623,1,93,"Inattention (Inattentive), Details Unknown"
21491,22,220690,1,93,"Inattention (Inattentive), Details Unknown"
21492,22,220669,1,93,"Inattention (Inattentive), Details Unknown"
21493,22,220657,1,93,"Inattention (Inattentive), Details Unknown"
21494,22,220640,1,93,"Inattention (Inattentive), Details Unknown"
21495,22,220617,1,93,"Inattention (Inattentive), Details Unknown"
21496,22,220614,1,93,"Inattention (Inattentive), Details Unknown"
21497,22,220601,1,93,"Inattention (Inattentive), Details Unknown"
21498,22,220563,1,93,"Inattention (Inattentive), Details Unknown"
21499,22,220515,1,93,"Inattention (Inattentive), Details Unknown"
21500,22,220505,1,93,"Inattention (Inattentive), Details Unknown"
21501,22,220493,1,93,"Inattention (Inattentive), Details Unknown"
21502,22,220035,1,93,"Inattention (Inattentive), Details Unknown"
21503,22,220159,1,93,"Inattention (Inattentive), Details Unknown"
21504,22,220275,1,93,"Inattention (Inattentive), Details Unknown"
21505,22,220265,1,93,"Inattention (Inattentive), Details Unknown"
21506,22,220259,1,93,"Inattention (Inattentive), Details Unknown"
21507,22,220257,1,93,"Inattention (Inattentive), Details Unknown"
21508,22,220246,1,93,"Inattention (Inattentive), Details Unknown"
21509,22,220228,1,93,"Inattention (Inattentive), Details Unknown"
21510,22,220222,1,93,"Inattention (Inattentive), Details Unknown"
21511,22,220220,1,93,"Inattention (Inattentive), Details Unknown"
21512,22,220174,1,93,"Inattention (Inattentive), Details Unknown"
21513,22,220454,1,93,"Inattention (Inattentive), Details Unknown"
21514,22,220157,1,93,"Inattention (Inattentive), Details Unknown"
21515,22,220124,1,93,"Inattention (Inattentive), Details Unknown"
21516,22,220120,1,93,"Inattention (Inattentive), Details Unknown"
21517,22,220090,1,93,"Inattention (Inattentive), Details Unknown"
21518,22,220074,1,93,"Inattention (Inattentive), Details Unknown"
21519,22,220069,1,93,"Inattention (Inattentive), Details Unknown"
21520,22,220041,1,93,"Inattention (Inattentive), Details Unknown"
21521,22,220019,1,93,"Inattention (Inattentive), Details Unknown"
21522,22,220288,1,93,"Inattention (Inattentive), Details Unknown"
21523,22,220455,1,93,"Inattention (Inattentive), Details Unknown"
21524,22,220453,1,93,"Inattention (Inattentive), Details Unknown"
21525,22,220422,1,93,"Inattention (Inattentive), Details Unknown"
21526,22,220410,1,93,"Inattention (Inattentive), Details Unknown"
21527,22,220390,1,93,"Inattention (Inattentive), Details Unknown"
21528,22,220384,1,93,"Inattention (Inattentive), Details Unknown"
21529,22,220376,1,93,"Inattention (Inattentive), Details Unknown"
21530,22,220375,1,93,"Inattention (Inattentive), Details Unknown"
21531,22,220352,1,93,"Inattention (Inattentive), Details Unknown"
21532,22,220348,1,93,"Inattention (Inattentive), Details Unknown"
21533,22,220347,1,93,"Inattention (Inattentive), Details Unknown"
21534,22,220329,1,93,"Inattention (Inattentive), Details Unknown"
21535,22,220304,1,93,"Inattention (Inattentive), Details Unknown"
21536,22,220297,1,93,"Inattention (Inattentive), Details Unknown"
21537,22,220290,1,93,"Inattention (Inattentive), Details Unknown"
21538,22,220279,1,93,"Inattention (Inattentive), Details Unknown"
21539,24,240078,1,93,"Inattention (Inattentive), Details Unknown"
21540,24,240067,1,93,"Inattention (Inattentive), Details Unknown"
21541,24,240064,1,93,"Inattention (Inattentive), Details Unknown"
21542,24,240005,1,93,"Inattention (Inattentive), Details Unknown"
21543,25,250026,1,93,"Inattention (Inattentive), Details Unknown"
21544,25,250368,1,93,"Inattention (Inattentive), Details Unknown"
21545,25,250328,1,93,"Inattention (Inattentive), Details Unknown"
21546,25,250316,1,93,"Inattention (Inattentive), Details Unknown"
21547,25,250258,1,93,"Inattention (Inattentive), Details Unknown"
21548,25,250208,1,93,"Inattention (Inattentive), Details Unknown"
21549,25,250170,1,93,"Inattention (Inattentive), Details Unknown"
21550,25,250140,1,93,"Inattention (Inattentive), Details Unknown"
21551,25,250038,1,93,"Inattention (Inattentive), Details Unknown"
21552,25,250033,1,93,"Inattention (Inattentive), Details Unknown"
21553,26,260168,1,93,"Inattention (Inattentive), Details Unknown"
21554,27,270237,1,93,"Inattention (Inattentive), Details Unknown"
21555,27,270148,1,93,"Inattention (Inattentive), Details Unknown"
21556,31,310175,1,93,"Inattention (Inattentive), Details Unknown"
21557,31,310136,1,93,"Inattention (Inattentive), Details Unknown"
21558,31,310062,1,93,"Inattention (Inattentive), Details Unknown"
21559,31,310053,1,93,"Inattention (Inattentive), Details Unknown"
21560,34,340558,1,93,"Inattention (Inattentive), Details Unknown"
21561,34,340572,1,93,"Inattention (Inattentive), Details Unknown"
21562,34,340560,1,93,"Inattention (Inattentive), Details Unknown"
21563,34,340555,1,93,"Inattention (Inattentive), Details Unknown"
21564,34,340553,1,93,"Inattention (Inattentive), Details Unknown"
21565,34,340551,1,93,"Inattention (Inattentive), Details Unknown"
21566,34,340546,1,93,"Inattention (Inattentive), Details Unknown"
21567,34,340539,1,93,"Inattention (Inattentive), Details Unknown"
21568,34,340537,1,93,"Inattention (Inattentive), Details Unknown"
21569,34,340536,1,93,"Inattention (Inattentive), Details Unknown"
21570,34,340531,1,93,"Inattention (Inattentive), Details Unknown"
21571,34,340528,1,93,"Inattention (Inattentive), Details Unknown"
21572,34,340165,1,93,"Inattention (Inattentive), Details Unknown"
21573,34,340200,1,93,"Inattention (Inattentive), Details Unknown"
21574,34,340192,1,93,"Inattention (Inattentive), Details Unknown"
21575,34,340191,1,93,"Inattention (Inattentive), Details Unknown"
21576,34,340190,1,93,"Inattention (Inattentive), Details Unknown"
21577,34,340184,1,93,"Inattention (Inattentive), Details Unknown"
21578,34,340175,1,93,"Inattention (Inattentive), Details Unknown"
21579,34,340172,1,93,"Inattention (Inattentive), Details Unknown"
21580,34,340167,1,93,"Inattention (Inattentive), Details Unknown"
21581,34,340202,1,93,"Inattention (Inattentive), Details Unknown"
21582,34,340161,1,93,"Inattention (Inattentive), Details Unknown"
21583,34,340159,1,93,"Inattention (Inattentive), Details Unknown"
21584,34,340154,1,93,"Inattention (Inattentive), Details Unknown"
21585,34,340152,1,93,"Inattention (Inattentive), Details Unknown"
21586,34,340148,1,93,"Inattention (Inattentive), Details Unknown"
21587,34,340141,1,93,"Inattention (Inattentive), Details Unknown"
21588,34,340129,1,93,"Inattention (Inattentive), Details Unknown"
21589,34,340232,1,93,"Inattention (Inattentive), Details Unknown"
21590,34,340293,1,93,"Inattention (Inattentive), Details Unknown"
21591,34,340288,1,93,"Inattention (Inattentive), Details Unknown"
21592,34,340265,1,93,"Inattention (Inattentive), Details Unknown"
21593,34,340246,1,93,"Inattention (Inattentive), Details Unknown"
21594,34,340244,1,93,"Inattention (Inattentive), Details Unknown"
21595,34,340241,1,93,"Inattention (Inattentive), Details Unknown"
21596,34,340240,1,93,"Inattention (Inattentive), Details Unknown"
21597,34,340235,1,93,"Inattention (Inattentive), Details Unknown"
21598,34,340128,1,93,"Inattention (Inattentive), Details Unknown"
21599,34,340230,1,93,"Inattention (Inattentive), Details Unknown"
21600,34,340222,1,93,"Inattention (Inattentive), Details Unknown"
21601,34,340220,1,93,"Inattention (Inattentive), Details Unknown"
21602,34,340214,1,93,"Inattention (Inattentive), Details Unknown"
21603,34,340213,1,93,"Inattention (Inattentive), Details Unknown"
21604,34,340212,1,93,"Inattention (Inattentive), Details Unknown"
21605,34,340211,1,93,"Inattention (Inattentive), Details Unknown"
21606,34,340210,1,93,"Inattention (Inattentive), Details Unknown"
21607,34,340030,1,93,"Inattention (Inattentive), Details Unknown"
21608,34,340056,1,93,"Inattention (Inattentive), Details Unknown"
21609,34,340048,1,93,"Inattention (Inattentive), Details Unknown"
21610,34,340044,1,93,"Inattention (Inattentive), Details Unknown"
21611,34,340042,1,93,"Inattention (Inattentive), Details Unknown"
21612,34,340040,1,93,"Inattention (Inattentive), Details Unknown"
21613,34,340038,1,93,"Inattention (Inattentive), Details Unknown"
21614,34,340035,1,93,"Inattention (Inattentive), Details Unknown"
21615,34,340059,1,93,"Inattention (Inattentive), Details Unknown"
21616,34,340028,1,93,"Inattention (Inattentive), Details Unknown"
21617,34,340026,1,93,"Inattention (Inattentive), Details Unknown"
21618,34,340019,1,93,"Inattention (Inattentive), Details Unknown"
21619,34,340016,1,93,"Inattention (Inattentive), Details Unknown"
21620,34,340005,1,93,"Inattention (Inattentive), Details Unknown"
21621,34,340003,1,93,"Inattention (Inattentive), Details Unknown"
21622,34,340002,1,93,"Inattention (Inattentive), Details Unknown"
21623,34,340001,1,93,"Inattention (Inattentive), Details Unknown"
21624,34,340087,1,93,"Inattention (Inattentive), Details Unknown"
21625,34,340115,1,93,"Inattention (Inattentive), Details Unknown"
21626,34,340112,1,93,"Inattention (Inattentive), Details Unknown"
21627,34,340111,1,93,"Inattention (Inattentive), Details Unknown"
21628,34,340109,1,93,"Inattention (Inattentive), Details Unknown"
21629,34,340108,1,93,"Inattention (Inattentive), Details Unknown"
21630,34,340105,1,93,"Inattention (Inattentive), Details Unknown"
21631,34,340099,1,93,"Inattention (Inattentive), Details Unknown"
21632,34,340095,1,93,"Inattention (Inattentive), Details Unknown"
21633,34,340295,1,93,"Inattention (Inattentive), Details Unknown"
21634,34,340080,1,93,"Inattention (Inattentive), Details Unknown"
21635,34,340077,1,93,"Inattention (Inattentive), Details Unknown"
21636,34,340074,1,93,"Inattention (Inattentive), Details Unknown"
21637,34,340073,1,93,"Inattention (Inattentive), Details Unknown"
21638,34,340070,1,93,"Inattention (Inattentive), Details Unknown"
21639,34,340069,1,93,"Inattention (Inattentive), Details Unknown"
21640,34,340063,1,93,"Inattention (Inattentive), Details Unknown"
21641,34,340060,1,93,"Inattention (Inattentive), Details Unknown"
21642,34,340430,1,93,"Inattention (Inattentive), Details Unknown"
21643,34,340454,1,93,"Inattention (Inattentive), Details Unknown"
21644,34,340448,1,93,"Inattention (Inattentive), Details Unknown"
21645,34,340445,1,93,"Inattention (Inattentive), Details Unknown"
21646,34,340444,1,93,"Inattention (Inattentive), Details Unknown"
21647,34,340442,1,93,"Inattention (Inattentive), Details Unknown"
21648,34,340439,1,93,"Inattention (Inattentive), Details Unknown"
21649,34,340434,1,93,"Inattention (Inattentive), Details Unknown"
21650,34,340431,1,93,"Inattention (Inattentive), Details Unknown"
21651,34,340458,1,93,"Inattention (Inattentive), Details Unknown"
21652,34,340427,1,93,"Inattention (Inattentive), Details Unknown"
21653,34,340424,1,93,"Inattention (Inattentive), Details Unknown"
21654,34,340422,1,93,"Inattention (Inattentive), Details Unknown"
21655,34,340420,1,93,"Inattention (Inattentive), Details Unknown"
21656,34,340418,1,93,"Inattention (Inattentive), Details Unknown"
21657,34,340412,1,93,"Inattention (Inattentive), Details Unknown"
21658,34,340408,1,93,"Inattention (Inattentive), Details Unknown"
21659,34,340529,1,93,"Inattention (Inattentive), Details Unknown"
21660,34,340519,1,93,"Inattention (Inattentive), Details Unknown"
21661,34,340517,1,93,"Inattention (Inattentive), Details Unknown"
21662,34,340514,1,93,"Inattention (Inattentive), Details Unknown"
21663,34,340508,1,93,"Inattention (Inattentive), Details Unknown"
21664,34,340503,1,93,"Inattention (Inattentive), Details Unknown"
21665,34,340500,1,93,"Inattention (Inattentive), Details Unknown"
21666,34,340499,1,93,"Inattention (Inattentive), Details Unknown"
21667,34,340495,1,93,"Inattention (Inattentive), Details Unknown"
21668,34,340406,1,93,"Inattention (Inattentive), Details Unknown"
21669,34,340492,1,93,"Inattention (Inattentive), Details Unknown"
21670,34,340490,1,93,"Inattention (Inattentive), Details Unknown"
21671,34,340487,1,93,"Inattention (Inattentive), Details Unknown"
21672,34,340484,1,93,"Inattention (Inattentive), Details Unknown"
21673,34,340479,1,93,"Inattention (Inattentive), Details Unknown"
21674,34,340472,1,93,"Inattention (Inattentive), Details Unknown"
21675,34,340466,1,93,"Inattention (Inattentive), Details Unknown"
21676,34,340462,1,93,"Inattention (Inattentive), Details Unknown"
21677,34,340323,1,93,"Inattention (Inattentive), Details Unknown"
21678,34,340355,1,93,"Inattention (Inattentive), Details Unknown"
21679,34,340351,1,93,"Inattention (Inattentive), Details Unknown"
21680,34,340348,1,93,"Inattention (Inattentive), Details Unknown"
21681,34,340340,1,93,"Inattention (Inattentive), Details Unknown"
21682,34,340338,1,93,"Inattention (Inattentive), Details Unknown"
21683,34,340335,1,93,"Inattention (Inattentive), Details Unknown"
21684,34,340332,1,93,"Inattention (Inattentive), Details Unknown"
21685,34,340328,1,93,"Inattention (Inattentive), Details Unknown"
21686,34,340325,1,93,"Inattention (Inattentive), Details Unknown"
21687,34,340356,1,93,"Inattention (Inattentive), Details Unknown"
21688,34,340321,1,93,"Inattention (Inattentive), Details Unknown"
21689,34,340317,1,93,"Inattention (Inattentive), Details Unknown"
21690,34,340316,1,93,"Inattention (Inattentive), Details Unknown"
21691,34,340312,1,93,"Inattention (Inattentive), Details Unknown"
21692,34,340311,1,93,"Inattention (Inattentive), Details Unknown"
21693,34,340304,1,93,"Inattention (Inattentive), Details Unknown"
21694,34,340300,1,93,"Inattention (Inattentive), Details Unknown"
21695,34,340299,1,93,"Inattention (Inattentive), Details Unknown"
21696,34,340380,1,93,"Inattention (Inattentive), Details Unknown"
21697,34,340397,1,93,"Inattention (Inattentive), Details Unknown"
21698,34,340389,1,93,"Inattention (Inattentive), Details Unknown"
21699,34,340388,1,93,"Inattention (Inattentive), Details Unknown"
21700,34,340385,1,93,"Inattention (Inattentive), Details Unknown"
21701,34,340384,1,93,"Inattention (Inattentive), Details Unknown"
21702,34,340382,1,93,"Inattention (Inattentive), Details Unknown"
21703,34,340379,1,93,"Inattention (Inattentive), Details Unknown"
21704,34,340374,1,93,"Inattention (Inattentive), Details Unknown"
21705,34,340373,1,93,"Inattention (Inattentive), Details Unknown"
21706,34,340370,1,93,"Inattention (Inattentive), Details Unknown"
21707,34,340366,1,93,"Inattention (Inattentive), Details Unknown"
21708,34,340365,1,93,"Inattention (Inattentive), Details Unknown"
21709,34,340358,1,93,"Inattention (Inattentive), Details Unknown"
21710,35,350095,1,93,"Inattention (Inattentive), Details Unknown"
21711,35,350135,1,93,"Inattention (Inattentive), Details Unknown"
21712,35,350130,1,93,"Inattention (Inattentive), Details Unknown"
21713,35,350129,1,93,"Inattention (Inattentive), Details Unknown"
21714,35,350126,1,93,"Inattention (Inattentive), Details Unknown"
21715,35,350115,1,93,"Inattention (Inattentive), Details Unknown"
21716,35,350114,1,93,"Inattention (Inattentive), Details Unknown"
21717,35,350104,1,93,"Inattention (Inattentive), Details Unknown"
21718,35,350101,1,93,"Inattention (Inattentive), Details Unknown"
21719,35,350136,1,93,"Inattention (Inattentive), Details Unknown"
21720,35,350092,1,93,"Inattention (Inattentive), Details Unknown"
21721,35,350088,1,93,"Inattention (Inattentive), Details Unknown"
21722,35,350087,1,93,"Inattention (Inattentive), Details Unknown"
21723,35,350083,1,93,"Inattention (Inattentive), Details Unknown"
21724,35,350082,1,93,"Inattention (Inattentive), Details Unknown"
21725,35,350080,1,93,"Inattention (Inattentive), Details Unknown"
21726,35,350073,1,93,"Inattention (Inattentive), Details Unknown"
21727,35,350070,1,93,"Inattention (Inattentive), Details Unknown"
21728,35,350160,1,93,"Inattention (Inattentive), Details Unknown"
21729,35,350188,1,93,"Inattention (Inattentive), Details Unknown"
21730,35,350184,1,93,"Inattention (Inattentive), Details Unknown"
21731,35,350181,1,93,"Inattention (Inattentive), Details Unknown"
21732,35,350180,1,93,"Inattention (Inattentive), Details Unknown"
21733,35,350174,1,93,"Inattention (Inattentive), Details Unknown"
21734,35,350168,1,93,"Inattention (Inattentive), Details Unknown"
21735,35,350161,1,93,"Inattention (Inattentive), Details Unknown"
21736,35,350068,1,93,"Inattention (Inattentive), Details Unknown"
21737,35,350159,1,93,"Inattention (Inattentive), Details Unknown"
21738,35,350158,1,93,"Inattention (Inattentive), Details Unknown"
21739,35,350154,1,93,"Inattention (Inattentive), Details Unknown"
21740,35,350150,1,93,"Inattention (Inattentive), Details Unknown"
21741,35,350147,1,93,"Inattention (Inattentive), Details Unknown"
21742,35,350146,1,93,"Inattention (Inattentive), Details Unknown"
21743,35,350145,1,93,"Inattention (Inattentive), Details Unknown"
21744,35,350017,1,93,"Inattention (Inattentive), Details Unknown"
21745,35,350016,1,93,"Inattention (Inattentive), Details Unknown"
21746,35,350014,1,93,"Inattention (Inattentive), Details Unknown"
21747,35,350009,1,93,"Inattention (Inattentive), Details Unknown"
21748,35,350001,1,93,"Inattention (Inattentive), Details Unknown"
21749,35,350022,1,93,"Inattention (Inattentive), Details Unknown"
21750,35,350051,1,93,"Inattention (Inattentive), Details Unknown"
21751,35,350067,1,93,"Inattention (Inattentive), Details Unknown"
21752,35,350064,1,93,"Inattention (Inattentive), Details Unknown"
21753,35,350060,1,93,"Inattention (Inattentive), Details Unknown"
21754,35,350059,1,93,"Inattention (Inattentive), Details Unknown"
21755,35,350058,1,93,"Inattention (Inattentive), Details Unknown"
21756,35,350057,1,93,"Inattention (Inattentive), Details Unknown"
21757,35,350056,1,93,"Inattention (Inattentive), Details Unknown"
21758,35,350054,1,93,"Inattention (Inattentive), Details Unknown"
21759,35,350189,1,93,"Inattention (Inattentive), Details Unknown"
21760,35,350049,1,93,"Inattention (Inattentive), Details Unknown"
21761,35,350048,1,93,"Inattention (Inattentive), Details Unknown"
21762,35,350042,1,93,"Inattention (Inattentive), Details Unknown"
21763,35,350039,1,93,"Inattention (Inattentive), Details Unknown"
21764,35,350036,1,93,"Inattention (Inattentive), Details Unknown"
21765,35,350035,1,93,"Inattention (Inattentive), Details Unknown"
21766,35,350024,1,93,"Inattention (Inattentive), Details Unknown"
