,state_number,consecutive_number,vehicle_number,driver_distracted_by,driver_distracted_by_name
11570,36,360208,1,0,Not Distracted
11571,36,360207,1,0,Not Distracted
11572,36,360206,1,0,Not Distracted
11573,36,360205,1,0,Not Distracted
11574,36,360204,1,0,Not Distracted
11575,36,360203,1,0,Not Distracted
11576,36,360202,1,0,Not Distracted
11577,36,360201,1,0,Not Distracted
11578,36,360200,1,0,Not Distracted
11579,36,360199,1,0,Not Distracted
11580,36,360210,1,0,Not Distracted
11581,36,360197,1,0,Not Distracted
11582,36,360195,1,0,Not Distracted
11583,36,360194,1,0,Not Distracted
11584,36,360193,1,0,Not Distracted
11585,36,360192,1,0,Not Distracted
11586,36,360190,1,0,Not Distracted
11587,36,360189,1,0,Not Distracted
11588,36,360188,1,0,Not Distracted
11589,36,360187,1,0,Not Distracted
11590,36,360186,1,0,Not Distracted
11591,36,360185,1,0,Not Distracted
11592,36,360223,1,0,Not Distracted
11593,36,360236,1,0,Not Distracted
11594,36,360235,1,0,Not Distracted
11595,36,360234,1,0,Not Distracted
11596,36,360233,1,0,Not Distracted
11597,36,360232,1,0,Not Distracted
11598,36,360230,1,0,Not Distracted
11599,36,360229,1,0,Not Distracted
11600,36,360228,1,0,Not Distracted
11601,36,360227,1,0,Not Distracted
11602,36,360225,1,0,Not Distracted
11603,36,360224,1,0,Not Distracted
11604,36,360184,1,0,Not Distracted
11605,36,360221,1,0,Not Distracted
11606,36,360220,1,0,Not Distracted
11607,36,360219,1,0,Not Distracted
11608,36,360218,1,0,Not Distracted
11609,36,360217,1,0,Not Distracted
11610,36,360215,1,0,Not Distracted
11611,36,360214,1,0,Not Distracted
11612,36,360213,1,0,Not Distracted
11613,36,360212,1,0,Not Distracted
11614,36,360211,1,0,Not Distracted
11615,36,360152,1,0,Not Distracted
11616,36,360164,1,0,Not Distracted
11617,36,360163,1,0,Not Distracted
11618,36,360162,1,0,Not Distracted
11619,36,360161,1,0,Not Distracted
11620,36,360160,1,0,Not Distracted
11621,36,360158,1,0,Not Distracted
11622,36,360157,1,0,Not Distracted
11623,36,360156,1,0,Not Distracted
11624,36,360154,1,0,Not Distracted
11625,36,360153,1,0,Not Distracted
11626,36,360165,1,0,Not Distracted
11627,36,360151,1,0,Not Distracted
11628,36,360150,1,0,Not Distracted
11629,36,360149,1,0,Not Distracted
11630,36,360148,1,0,Not Distracted
11631,36,360147,1,0,Not Distracted
11632,36,360146,1,0,Not Distracted
11633,36,360145,1,0,Not Distracted
11634,36,360143,1,0,Not Distracted
11635,36,360142,1,0,Not Distracted
11636,36,360141,1,0,Not Distracted
11637,36,360140,1,0,Not Distracted
11638,36,360182,1,0,Not Distracted
11639,36,360181,1,0,Not Distracted
11640,36,360180,1,0,Not Distracted
11641,36,360179,1,0,Not Distracted
11642,36,360178,1,0,Not Distracted
11643,36,360177,1,0,Not Distracted
11644,36,360176,1,0,Not Distracted
11645,36,360175,1,0,Not Distracted
11646,36,360237,1,0,Not Distracted
11647,36,360174,1,0,Not Distracted
11648,36,360173,1,0,Not Distracted
11649,36,360172,1,0,Not Distracted
11650,36,360171,1,0,Not Distracted
11651,36,360170,1,0,Not Distracted
11652,36,360169,1,0,Not Distracted
11653,36,360168,1,0,Not Distracted
11654,36,360167,1,0,Not Distracted
11655,36,360166,1,0,Not Distracted
11656,36,360295,1,0,Not Distracted
11657,36,360306,1,0,Not Distracted
11658,36,360305,1,0,Not Distracted
11659,36,360304,1,0,Not Distracted
11660,36,360303,1,0,Not Distracted
11661,36,360302,1,0,Not Distracted
11662,36,360301,1,0,Not Distracted
11663,36,360300,1,0,Not Distracted
11664,36,360299,1,0,Not Distracted
11665,36,360298,1,0,Not Distracted
11666,36,360296,1,0,Not Distracted
11667,36,360294,1,0,Not Distracted
11668,36,360293,1,0,Not Distracted
11669,36,360292,1,0,Not Distracted
11670,36,360291,1,0,Not Distracted
11671,36,360290,1,0,Not Distracted
11672,36,360289,1,0,Not Distracted
11673,36,360287,1,0,Not Distracted
11674,36,360286,1,0,Not Distracted
11675,36,360285,1,0,Not Distracted
11676,36,360284,1,0,Not Distracted
11677,36,360339,1,0,Not Distracted
11678,36,360337,1,0,Not Distracted
11679,36,360336,1,0,Not Distracted
11680,36,360335,1,0,Not Distracted
11681,36,360333,1,0,Not Distracted
11682,36,360332,1,0,Not Distracted
11683,36,360328,1,0,Not Distracted
11684,36,360327,1,0,Not Distracted
11685,36,360326,1,0,Not Distracted
11686,36,360283,1,0,Not Distracted
11687,36,360323,1,0,Not Distracted
11688,36,360322,1,0,Not Distracted
11689,36,360321,1,0,Not Distracted
11690,36,360320,1,0,Not Distracted
11691,36,360318,1,0,Not Distracted
11692,36,360317,1,0,Not Distracted
11693,36,360316,1,0,Not Distracted
11694,36,360315,1,0,Not Distracted
11695,36,360314,1,0,Not Distracted
11696,36,360312,1,0,Not Distracted
11697,36,360310,1,0,Not Distracted
11698,36,360309,1,0,Not Distracted
11699,36,360308,1,0,Not Distracted
11700,36,360251,1,0,Not Distracted
11701,36,360262,1,0,Not Distracted
11702,36,360261,1,0,Not Distracted
11703,36,360260,1,0,Not Distracted
11704,36,360258,1,0,Not Distracted
11705,36,360257,1,0,Not Distracted
11706,36,360255,1,0,Not Distracted
11707,36,360254,1,0,Not Distracted
11708,36,360253,1,0,Not Distracted
11709,36,360252,1,0,Not Distracted
11710,36,360250,1,0,Not Distracted
11711,36,360249,1,0,Not Distracted
11712,36,360248,1,0,Not Distracted
11713,36,360247,1,0,Not Distracted
11714,36,360246,1,0,Not Distracted
11715,36,360244,1,0,Not Distracted
11716,36,360243,1,0,Not Distracted
11717,36,360242,1,0,Not Distracted
11718,36,360241,1,0,Not Distracted
11719,36,360240,1,0,Not Distracted
11720,36,360239,1,0,Not Distracted
11721,36,360272,1,0,Not Distracted
11722,36,360282,1,0,Not Distracted
11723,36,360281,1,0,Not Distracted
11724,36,360280,1,0,Not Distracted
11725,36,360279,1,0,Not Distracted
11726,36,360278,1,0,Not Distracted
11727,36,360277,1,0,Not Distracted
11728,36,360276,1,0,Not Distracted
11729,36,360275,1,0,Not Distracted
11730,36,360274,1,0,Not Distracted
11731,36,360273,1,0,Not Distracted
11732,36,360271,1,0,Not Distracted
11733,36,360270,1,0,Not Distracted
11734,36,360268,1,0,Not Distracted
11735,36,360267,1,0,Not Distracted
11736,36,360266,1,0,Not Distracted
11737,36,360265,1,0,Not Distracted
11738,36,360264,1,0,Not Distracted
11739,36,360263,1,0,Not Distracted
11740,37,371210,1,0,Not Distracted
11741,37,371304,1,0,Not Distracted
11742,37,371303,1,0,Not Distracted
11743,37,371302,1,0,Not Distracted
11744,37,371291,1,0,Not Distracted
11745,37,371281,1,0,Not Distracted
11746,37,371273,1,0,Not Distracted
11747,37,371265,1,0,Not Distracted
11748,37,371216,1,0,Not Distracted
11749,37,371213,1,0,Not Distracted
11750,37,371211,1,0,Not Distracted
11751,37,371305,1,0,Not Distracted
11752,37,371209,1,0,Not Distracted
11753,37,371208,1,0,Not Distracted
11754,37,371207,1,0,Not Distracted
11755,37,371206,1,0,Not Distracted
11756,37,371205,1,0,Not Distracted
11757,37,371204,1,0,Not Distracted
11758,37,371203,1,0,Not Distracted
11759,37,371202,1,0,Not Distracted
11760,37,371201,1,0,Not Distracted
11761,37,371200,1,0,Not Distracted
11762,37,371355,1,0,Not Distracted
11763,37,371352,1,0,Not Distracted
11764,37,371351,1,0,Not Distracted
11765,37,371317,1,0,Not Distracted
11766,37,371314,1,0,Not Distracted
11767,37,371313,1,0,Not Distracted
11768,37,371310,1,0,Not Distracted
11769,37,371309,1,0,Not Distracted
11770,37,371308,1,0,Not Distracted
11771,37,371307,1,0,Not Distracted
11772,37,371306,1,0,Not Distracted
11773,37,370763,1,0,Not Distracted
11774,37,370787,1,0,Not Distracted
11775,37,370782,1,0,Not Distracted
11776,37,370775,1,0,Not Distracted
11777,37,370768,1,0,Not Distracted
11778,37,370767,1,0,Not Distracted
11779,37,370766,1,0,Not Distracted
11780,37,370765,1,0,Not Distracted
11781,37,370764,1,0,Not Distracted
11782,37,370796,1,0,Not Distracted
11783,37,370762,1,0,Not Distracted
11784,37,370761,1,0,Not Distracted
11785,37,370760,1,0,Not Distracted
11786,37,370759,1,0,Not Distracted
11787,37,370758,1,0,Not Distracted
11788,37,370757,1,0,Not Distracted
11789,37,370756,1,0,Not Distracted
11790,37,370755,1,0,Not Distracted
11791,37,370754,1,0,Not Distracted
11792,37,370753,1,0,Not Distracted
11793,37,370853,1,0,Not Distracted
11794,37,370851,1,0,Not Distracted
11795,37,370850,1,0,Not Distracted
11796,37,370845,1,0,Not Distracted
11797,37,370838,1,0,Not Distracted
11798,37,370837,1,0,Not Distracted
11799,37,370835,1,0,Not Distracted
11800,37,370833,1,0,Not Distracted
11801,37,370752,1,0,Not Distracted
11802,37,370824,1,0,Not Distracted
11803,37,370819,1,0,Not Distracted
11804,37,370816,1,0,Not Distracted
11805,37,370812,1,0,Not Distracted
11806,37,370809,1,0,Not Distracted
11807,37,370806,1,0,Not Distracted
11808,37,370799,1,0,Not Distracted
11809,37,370798,1,0,Not Distracted
11810,37,370668,1,0,Not Distracted
11811,37,370675,1,0,Not Distracted
11812,37,370674,1,0,Not Distracted
11813,37,370673,1,0,Not Distracted
11814,37,370672,1,0,Not Distracted
11815,37,370671,1,0,Not Distracted
11816,37,370670,1,0,Not Distracted
11817,37,370669,1,0,Not Distracted
11818,37,370676,1,0,Not Distracted
11819,37,370667,1,0,Not Distracted
11820,37,370666,1,0,Not Distracted
11821,37,370665,1,0,Not Distracted
11822,37,370659,1,0,Not Distracted
11823,37,370649,1,0,Not Distracted
11824,37,370647,1,0,Not Distracted
11825,37,370639,1,0,Not Distracted
11826,37,370638,1,0,Not Distracted
11827,37,370636,1,0,Not Distracted
11828,37,370745,1,0,Not Distracted
11829,37,370737,1,0,Not Distracted
11830,37,370727,1,0,Not Distracted
11831,37,370726,1,0,Not Distracted
11832,37,370720,1,0,Not Distracted
11833,37,370716,1,0,Not Distracted
11834,37,370715,1,0,Not Distracted
11835,37,370714,1,0,Not Distracted
11836,37,370854,1,0,Not Distracted
11837,37,370713,1,0,Not Distracted
11838,37,370712,1,0,Not Distracted
11839,37,370711,1,0,Not Distracted
11840,37,370710,1,0,Not Distracted
11841,37,370679,1,0,Not Distracted
11842,37,370678,1,0,Not Distracted
11843,37,370677,1,0,Not Distracted
11844,37,371097,1,0,Not Distracted
11845,37,371108,1,0,Not Distracted
11846,37,371107,1,0,Not Distracted
11847,37,371106,1,0,Not Distracted
11848,37,371105,1,0,Not Distracted
11849,37,371104,1,0,Not Distracted
11850,37,371103,1,0,Not Distracted
11851,37,371102,1,0,Not Distracted
11852,37,371101,1,0,Not Distracted
11853,37,371100,1,0,Not Distracted
11854,37,371099,1,0,Not Distracted
11855,37,371098,1,0,Not Distracted
11856,37,371109,1,0,Not Distracted
11857,37,371096,1,0,Not Distracted
11858,37,371095,1,0,Not Distracted
11859,37,371094,1,0,Not Distracted
11860,37,371093,1,0,Not Distracted
11861,37,371092,1,0,Not Distracted
11862,37,371091,1,0,Not Distracted
11863,37,371090,1,0,Not Distracted
11864,37,371089,1,0,Not Distracted
11865,37,371088,1,0,Not Distracted
11866,37,371119,1,0,Not Distracted
11867,37,371199,1,0,Not Distracted
11868,37,371198,1,0,Not Distracted
11869,37,371197,1,0,Not Distracted
11870,37,371196,1,0,Not Distracted
11871,37,371195,1,0,Not Distracted
11872,37,371131,1,0,Not Distracted
11873,37,371123,1,0,Not Distracted
11874,37,371122,1,0,Not Distracted
11875,37,371121,1,0,Not Distracted
11876,37,371120,1,0,Not Distracted
11877,37,371087,1,0,Not Distracted
11878,37,371118,1,0,Not Distracted
11879,37,371117,1,0,Not Distracted
11880,37,371116,1,0,Not Distracted
11881,37,371115,1,0,Not Distracted
11882,37,371114,1,0,Not Distracted
11883,37,371113,1,0,Not Distracted
11884,37,371112,1,0,Not Distracted
11885,37,371111,1,0,Not Distracted
11886,37,371110,1,0,Not Distracted
11887,37,370984,1,0,Not Distracted
11888,37,370983,1,0,Not Distracted
11889,37,370975,1,0,Not Distracted
11890,37,370965,1,0,Not Distracted
11891,37,370964,1,0,Not Distracted
11892,37,370963,1,0,Not Distracted
11893,37,370947,1,0,Not Distracted
11894,37,370985,1,0,Not Distracted
11895,37,370903,1,0,Not Distracted
11896,37,370896,1,0,Not Distracted
11897,37,370878,1,0,Not Distracted
11898,37,370860,1,0,Not Distracted
11899,37,370855,1,0,Not Distracted
11900,37,371078,1,0,Not Distracted
11901,37,371033,1,0,Not Distracted
11902,37,371015,1,0,Not Distracted
11903,37,371013,1,0,Not Distracted
11904,37,371004,1,0,Not Distracted
11905,37,370999,1,0,Not Distracted
11906,37,370998,1,0,Not Distracted
11907,37,370997,1,0,Not Distracted
11908,37,370996,1,0,Not Distracted
11909,37,370995,1,0,Not Distracted
11910,37,370994,1,0,Not Distracted
11911,37,370993,1,0,Not Distracted
11912,37,370992,1,0,Not Distracted
11913,37,370991,1,0,Not Distracted
11914,37,370990,1,0,Not Distracted
11915,37,370989,1,0,Not Distracted
11916,37,370988,1,0,Not Distracted
11917,37,370987,1,0,Not Distracted
11918,37,370986,1,0,Not Distracted
11919,37,370635,1,0,Not Distracted
11920,37,370352,1,0,Not Distracted
11921,37,370363,1,0,Not Distracted
11922,37,370362,1,0,Not Distracted
11923,37,370361,1,0,Not Distracted
11924,37,370360,1,0,Not Distracted
11925,37,370359,1,0,Not Distracted
11926,37,370358,1,0,Not Distracted
11927,37,370357,1,0,Not Distracted
11928,37,370356,1,0,Not Distracted
11929,37,370355,1,0,Not Distracted
11930,37,370354,1,0,Not Distracted
11931,37,370353,1,0,Not Distracted
11932,37,370364,1,0,Not Distracted
11933,37,370350,1,0,Not Distracted
11934,37,370349,1,0,Not Distracted
11935,37,370347,1,0,Not Distracted
11936,37,370346,1,0,Not Distracted
11937,37,370345,1,0,Not Distracted
11938,37,370343,1,0,Not Distracted
11939,37,370399,1,0,Not Distracted
11940,37,370398,1,0,Not Distracted
11941,37,370397,1,0,Not Distracted
11942,37,370396,1,0,Not Distracted
11943,37,370395,1,0,Not Distracted
11944,37,370393,1,0,Not Distracted
11945,37,370391,1,0,Not Distracted
11946,37,370390,1,0,Not Distracted
11947,37,370389,1,0,Not Distracted
11948,37,370387,1,0,Not Distracted
11949,37,370342,1,0,Not Distracted
11950,37,370385,1,0,Not Distracted
11951,37,370383,1,0,Not Distracted
11952,37,370381,1,0,Not Distracted
11953,37,370378,1,0,Not Distracted
11954,37,370377,1,0,Not Distracted
11955,37,370376,1,0,Not Distracted
11956,37,370365,1,0,Not Distracted
11957,37,370283,1,0,Not Distracted
11958,37,370293,1,0,Not Distracted
11959,37,370292,1,0,Not Distracted
11960,37,370291,1,0,Not Distracted
11961,37,370290,1,0,Not Distracted
11962,37,370288,1,0,Not Distracted
11963,37,370287,1,0,Not Distracted
11964,37,370286,1,0,Not Distracted
11965,37,370285,1,0,Not Distracted
11966,37,370284,1,0,Not Distracted
11967,37,370294,1,0,Not Distracted
11968,37,370282,1,0,Not Distracted
11969,37,370273,1,0,Not Distracted
11970,37,370262,1,0,Not Distracted
11971,37,370255,1,0,Not Distracted
11972,37,370254,1,0,Not Distracted
11973,37,370253,1,0,Not Distracted
11974,37,370252,1,0,Not Distracted
11975,37,370251,1,0,Not Distracted
11976,37,370250,1,0,Not Distracted
11977,37,370249,1,0,Not Distracted
11978,37,370326,1,0,Not Distracted
11979,37,370325,1,0,Not Distracted
11980,37,370316,1,0,Not Distracted
11981,37,370314,1,0,Not Distracted
11982,37,370313,1,0,Not Distracted
11983,37,370311,1,0,Not Distracted
11984,37,370310,1,0,Not Distracted
11985,37,370308,1,0,Not Distracted
11986,37,370307,1,0,Not Distracted
11987,37,370305,1,0,Not Distracted
11988,37,370303,1,0,Not Distracted
11989,37,370302,1,0,Not Distracted
11990,37,370301,1,0,Not Distracted
11991,37,370300,1,0,Not Distracted
11992,37,370299,1,0,Not Distracted
11993,37,370298,1,0,Not Distracted
11994,37,370297,1,0,Not Distracted
11995,37,370296,1,0,Not Distracted
11996,37,370295,1,0,Not Distracted
11997,37,370551,1,0,Not Distracted
11998,37,370584,1,0,Not Distracted
11999,37,370582,1,0,Not Distracted
12000,37,370581,1,0,Not Distracted
12001,37,370580,1,0,Not Distracted
12002,37,370579,1,0,Not Distracted
12003,37,370578,1,0,Not Distracted
12004,37,370577,1,0,Not Distracted
12005,37,370576,1,0,Not Distracted
12006,37,370585,1,0,Not Distracted
12007,37,370550,1,0,Not Distracted
12008,37,370544,1,0,Not Distracted
12009,37,370543,1,0,Not Distracted
12010,37,370542,1,0,Not Distracted
12011,37,370541,1,0,Not Distracted
12012,37,370540,1,0,Not Distracted
12013,37,370539,1,0,Not Distracted
12014,37,370536,1,0,Not Distracted
12015,37,370535,1,0,Not Distracted
12016,37,370625,1,0,Not Distracted
12017,37,370634,1,0,Not Distracted
12018,37,370633,1,0,Not Distracted
12019,37,370632,1,0,Not Distracted
12020,37,370631,1,0,Not Distracted
12021,37,370630,1,0,Not Distracted
12022,37,370629,1,0,Not Distracted
12023,37,370628,1,0,Not Distracted
12024,37,370627,1,0,Not Distracted
12025,37,370626,1,0,Not Distracted
12026,37,370624,1,0,Not Distracted
12027,37,370623,1,0,Not Distracted
12028,37,370590,1,0,Not Distracted
12029,37,370589,1,0,Not Distracted
12030,37,370588,1,0,Not Distracted
12031,37,370587,1,0,Not Distracted
12032,37,370586,1,0,Not Distracted
12033,37,370452,1,0,Not Distracted
12034,37,370486,1,0,Not Distracted
12035,37,370485,1,0,Not Distracted
12036,37,370484,1,0,Not Distracted
12037,37,370482,1,0,Not Distracted
12038,37,370468,1,0,Not Distracted
12039,37,370458,1,0,Not Distracted
12040,37,370456,1,0,Not Distracted
12041,37,370455,1,0,Not Distracted
12042,37,370454,1,0,Not Distracted
12043,37,370453,1,0,Not Distracted
12044,37,370487,1,0,Not Distracted
12045,37,370451,1,0,Not Distracted
12046,37,370450,1,0,Not Distracted
12047,37,370449,1,0,Not Distracted
12048,37,370448,1,0,Not Distracted
12049,37,370441,1,0,Not Distracted
12050,37,370438,1,0,Not Distracted
12051,37,370426,1,0,Not Distracted
12052,37,370421,1,0,Not Distracted
12053,37,370416,1,0,Not Distracted
12054,37,370412,1,0,Not Distracted
12055,37,370400,1,0,Not Distracted
12056,37,370527,1,0,Not Distracted
12057,37,370524,1,0,Not Distracted
12058,37,370522,1,0,Not Distracted
12059,37,370519,1,0,Not Distracted
12060,37,370518,1,0,Not Distracted
12061,37,370517,1,0,Not Distracted
12062,37,370516,1,0,Not Distracted
12063,37,370515,1,0,Not Distracted
12064,37,370248,1,0,Not Distracted
12065,37,370506,1,0,Not Distracted
12066,37,370504,1,0,Not Distracted
12067,37,370492,1,0,Not Distracted
12068,37,370491,1,0,Not Distracted
12069,37,370490,1,0,Not Distracted
12070,37,370489,1,0,Not Distracted
12071,37,370488,1,0,Not Distracted
12072,37,370067,1,0,Not Distracted
12073,37,370050,1,0,Not Distracted
12074,37,370048,1,0,Not Distracted
12075,37,370047,1,0,Not Distracted
12076,37,370046,1,0,Not Distracted
12077,37,370045,1,0,Not Distracted
12078,37,370044,1,0,Not Distracted
12079,37,370043,1,0,Not Distracted
12080,37,370042,1,0,Not Distracted
12081,37,370041,1,0,Not Distracted
12082,37,370040,1,0,Not Distracted
12083,37,370038,1,0,Not Distracted
12084,37,370037,1,0,Not Distracted
12085,37,370036,1,0,Not Distracted
12086,37,370035,1,0,Not Distracted
12087,37,370034,1,0,Not Distracted
12088,37,370033,1,0,Not Distracted
12089,37,370032,1,0,Not Distracted
12090,37,370029,1,0,Not Distracted
12091,37,370028,1,0,Not Distracted
12092,37,370027,1,0,Not Distracted
12093,37,370091,1,0,Not Distracted
12094,37,370090,1,0,Not Distracted
12095,37,370089,1,0,Not Distracted
12096,37,370088,1,0,Not Distracted
12097,37,370087,1,0,Not Distracted
12098,37,370086,1,0,Not Distracted
12099,37,370085,1,0,Not Distracted
12100,37,370084,1,0,Not Distracted
12101,37,370083,1,0,Not Distracted
12102,37,370082,1,0,Not Distracted
12103,37,370081,1,0,Not Distracted
12104,37,370026,1,0,Not Distracted
12105,37,370080,1,0,Not Distracted
12106,37,370079,1,0,Not Distracted
12107,37,370077,1,0,Not Distracted
12108,37,370076,1,0,Not Distracted
12109,37,370075,1,0,Not Distracted
12110,37,370074,1,0,Not Distracted
12111,37,370073,1,0,Not Distracted
12112,37,370072,1,0,Not Distracted
12113,37,370071,1,0,Not Distracted
12114,37,370070,1,0,Not Distracted
12115,37,370069,1,0,Not Distracted
12116,37,370068,1,0,Not Distracted
12117,37,370003,1,0,Not Distracted
12118,37,370025,1,0,Not Distracted
12119,37,370024,1,0,Not Distracted
12120,37,370023,1,0,Not Distracted
12121,37,370022,1,0,Not Distracted
12122,37,370020,1,0,Not Distracted
12123,37,370019,1,0,Not Distracted
12124,37,370018,1,0,Not Distracted
12125,37,370017,1,0,Not Distracted
12126,37,370092,1,0,Not Distracted
12127,37,370218,1,0,Not Distracted
12128,37,370226,1,0,Not Distracted
12129,37,370225,1,0,Not Distracted
12130,37,370224,1,0,Not Distracted
12131,37,370222,1,0,Not Distracted
12132,37,370221,1,0,Not Distracted
12133,37,370220,1,0,Not Distracted
12134,37,370219,1,0,Not Distracted
12135,37,370217,1,0,Not Distracted
12136,37,370216,1,0,Not Distracted
12137,37,370212,1,0,Not Distracted
12138,37,370207,1,0,Not Distracted
12139,37,370185,1,0,Not Distracted
12140,37,370184,1,0,Not Distracted
12141,37,370183,1,0,Not Distracted
12142,37,370238,1,0,Not Distracted
12143,37,370247,1,0,Not Distracted
12144,37,370246,1,0,Not Distracted
12145,37,370245,1,0,Not Distracted
12146,37,370244,1,0,Not Distracted
12147,37,370243,1,0,Not Distracted
12148,37,370242,1,0,Not Distracted
12149,37,370241,1,0,Not Distracted
12150,37,370240,1,0,Not Distracted
12151,37,370239,1,0,Not Distracted
12152,37,370182,1,0,Not Distracted
12153,37,370237,1,0,Not Distracted
12154,37,370236,1,0,Not Distracted
12155,37,370235,1,0,Not Distracted
12156,37,370234,1,0,Not Distracted
12157,37,370233,1,0,Not Distracted
12158,37,370232,1,0,Not Distracted
12159,37,370231,1,0,Not Distracted
12160,37,370230,1,0,Not Distracted
12161,37,370229,1,0,Not Distracted
12162,37,370228,1,0,Not Distracted
12163,37,370227,1,0,Not Distracted
12164,37,370149,1,0,Not Distracted
12165,37,370159,1,0,Not Distracted
12166,37,370158,1,0,Not Distracted
12167,37,370157,1,0,Not Distracted
12168,37,370156,1,0,Not Distracted
12169,37,370154,1,0,Not Distracted
12170,37,370153,1,0,Not Distracted
12171,37,370151,1,0,Not Distracted
12172,37,370150,1,0,Not Distracted
12173,37,370148,1,0,Not Distracted
12174,37,370147,1,0,Not Distracted
12175,37,370146,1,0,Not Distracted
12176,37,370145,1,0,Not Distracted
12177,37,370143,1,0,Not Distracted
12178,37,370142,1,0,Not Distracted
12179,37,370141,1,0,Not Distracted
12180,37,370140,1,0,Not Distracted
12181,37,370124,1,0,Not Distracted
12182,37,370094,1,0,Not Distracted
12183,37,370093,1,0,Not Distracted
12184,37,370169,1,0,Not Distracted
12185,37,370181,1,0,Not Distracted
12186,37,370180,1,0,Not Distracted
12187,37,370179,1,0,Not Distracted
12188,37,370178,1,0,Not Distracted
12189,37,370176,1,0,Not Distracted
12190,37,370175,1,0,Not Distracted
12191,37,370174,1,0,Not Distracted
12192,37,370173,1,0,Not Distracted
12193,37,370172,1,0,Not Distracted
12194,37,370171,1,0,Not Distracted
12195,37,370170,1,0,Not Distracted
12196,37,370167,1,0,Not Distracted
12197,37,370166,1,0,Not Distracted
12198,37,370165,1,0,Not Distracted
12199,37,370164,1,0,Not Distracted
12200,37,370163,1,0,Not Distracted
12201,37,370162,1,0,Not Distracted
12202,37,370161,1,0,Not Distracted
12203,37,370160,1,0,Not Distracted
12204,39,390721,1,0,Not Distracted
12205,39,390720,1,0,Not Distracted
12206,39,390719,1,0,Not Distracted
12207,39,390718,1,0,Not Distracted
12208,39,390715,1,0,Not Distracted
12209,39,390713,1,0,Not Distracted
12210,39,390712,1,0,Not Distracted
12211,39,390711,1,0,Not Distracted
12212,39,390710,1,0,Not Distracted
12213,39,390708,1,0,Not Distracted
12214,39,390707,1,0,Not Distracted
12215,39,390706,1,0,Not Distracted
12216,39,390705,1,0,Not Distracted
12217,39,390704,1,0,Not Distracted
12218,39,390703,1,0,Not Distracted
12219,39,390701,1,0,Not Distracted
12220,39,390700,1,0,Not Distracted
12221,39,390699,1,0,Not Distracted
12222,39,390698,1,0,Not Distracted
12223,39,390697,1,0,Not Distracted
12224,39,390696,1,0,Not Distracted
12225,39,390730,1,0,Not Distracted
12226,39,390739,1,0,Not Distracted
12227,39,390738,1,0,Not Distracted
12228,39,390737,1,0,Not Distracted
12229,39,390736,1,0,Not Distracted
12230,39,390735,1,0,Not Distracted
12231,39,390734,1,0,Not Distracted
12232,39,390733,1,0,Not Distracted
12233,39,390732,1,0,Not Distracted
12234,39,390731,1,0,Not Distracted
12235,39,390695,1,0,Not Distracted
12236,39,390729,1,0,Not Distracted
12237,39,390728,1,0,Not Distracted
12238,39,390727,1,0,Not Distracted
12239,39,390726,1,0,Not Distracted
12240,39,390725,1,0,Not Distracted
12241,39,390724,1,0,Not Distracted
12242,39,390723,1,0,Not Distracted
12243,39,390658,1,0,Not Distracted
12244,39,390670,1,0,Not Distracted
12245,39,390669,1,0,Not Distracted
12246,39,390668,1,0,Not Distracted
12247,39,390667,1,0,Not Distracted
12248,39,390666,1,0,Not Distracted
12249,39,390665,1,0,Not Distracted
12250,39,390663,1,0,Not Distracted
12251,39,390662,1,0,Not Distracted
12252,39,390661,1,0,Not Distracted
12253,39,390660,1,0,Not Distracted
12254,39,390659,1,0,Not Distracted
12255,39,390671,1,0,Not Distracted
12256,39,390657,1,0,Not Distracted
12257,39,390656,1,0,Not Distracted
12258,39,390655,1,0,Not Distracted
12259,39,390654,1,0,Not Distracted
12260,39,390653,1,0,Not Distracted
12261,39,390652,1,0,Not Distracted
12262,39,390651,1,0,Not Distracted
12263,39,390649,1,0,Not Distracted
12264,39,390648,1,0,Not Distracted
12265,39,390683,1,0,Not Distracted
12266,39,390694,1,0,Not Distracted
12267,39,390693,1,0,Not Distracted
12268,39,390692,1,0,Not Distracted
12269,39,390691,1,0,Not Distracted
12270,39,390690,1,0,Not Distracted
12271,39,390689,1,0,Not Distracted
12272,39,390688,1,0,Not Distracted
12273,39,390687,1,0,Not Distracted
12274,39,390686,1,0,Not Distracted
12275,39,390685,1,0,Not Distracted
12276,39,390684,1,0,Not Distracted
12277,39,390740,1,0,Not Distracted
12278,39,390682,1,0,Not Distracted
12279,39,390681,1,0,Not Distracted
12280,39,390677,1,0,Not Distracted
12281,39,390676,1,0,Not Distracted
12282,39,390675,1,0,Not Distracted
12283,39,390673,1,0,Not Distracted
12284,39,390672,1,0,Not Distracted
12285,39,390795,1,0,Not Distracted
12286,39,390806,1,0,Not Distracted
12287,39,390805,1,0,Not Distracted
12288,39,390804,1,0,Not Distracted
12289,39,390803,1,0,Not Distracted
12290,39,390802,1,0,Not Distracted
12291,39,390800,1,0,Not Distracted
12292,39,390799,1,0,Not Distracted
12293,39,390798,1,0,Not Distracted
12294,39,390797,1,0,Not Distracted
12295,39,390794,1,0,Not Distracted
12296,39,390793,1,0,Not Distracted
12297,39,390792,1,0,Not Distracted
12298,39,390791,1,0,Not Distracted
12299,39,390790,1,0,Not Distracted
12300,39,390789,1,0,Not Distracted
12301,39,390788,1,0,Not Distracted
12302,39,390787,1,0,Not Distracted
12303,39,390786,1,0,Not Distracted
