,state_number,consecutive_number,vehicle_number,driver_distracted_by,driver_distracted_by_name
4393,12,120430,1,0,Not Distracted
4394,12,120428,1,0,Not Distracted
4395,12,120427,1,0,Not Distracted
4396,12,120241,1,0,Not Distracted
4397,12,120424,1,0,Not Distracted
4398,12,120422,1,0,Not Distracted
4399,12,120420,1,0,Not Distracted
4400,12,120419,1,0,Not Distracted
4401,12,120417,1,0,Not Distracted
4402,12,120415,1,0,Not Distracted
4403,12,120412,1,0,Not Distracted
4404,12,120060,1,0,Not Distracted
4405,12,120050,1,0,Not Distracted
4406,12,120052,1,0,Not Distracted
4407,12,120058,1,0,Not Distracted
4408,12,120061,1,0,Not Distracted
4409,12,120063,1,0,Not Distracted
4410,12,120064,1,0,Not Distracted
4411,12,120065,1,0,Not Distracted
4412,12,120066,1,0,Not Distracted
4413,12,120049,1,0,Not Distracted
4414,12,120047,1,0,Not Distracted
4415,12,120041,1,0,Not Distracted
4416,12,120040,1,0,Not Distracted
4417,12,120039,1,0,Not Distracted
4418,12,120089,1,0,Not Distracted
4419,12,120084,1,0,Not Distracted
4420,12,120085,1,0,Not Distracted
4421,12,120087,1,0,Not Distracted
4422,12,120088,1,0,Not Distracted
4423,12,120095,1,0,Not Distracted
4424,12,120096,1,0,Not Distracted
4425,12,120098,1,0,Not Distracted
4426,12,120077,1,0,Not Distracted
4427,12,120076,1,0,Not Distracted
4428,12,120075,1,0,Not Distracted
4429,12,120074,1,0,Not Distracted
4430,12,120073,1,0,Not Distracted
4431,12,120072,1,0,Not Distracted
4432,12,120071,1,0,Not Distracted
4433,12,120069,1,0,Not Distracted
4434,12,120068,1,0,Not Distracted
4435,12,120001,1,0,Not Distracted
4436,12,120002,1,0,Not Distracted
4437,12,120004,1,0,Not Distracted
4438,12,120008,1,0,Not Distracted
4439,12,120034,1,0,Not Distracted
4440,12,120025,1,0,Not Distracted
4441,12,120026,1,0,Not Distracted
4442,12,120027,1,0,Not Distracted
4443,12,120031,1,0,Not Distracted
4444,12,120036,1,0,Not Distracted
4445,12,120037,1,0,Not Distracted
4446,12,120038,1,0,Not Distracted
4447,12,120099,1,0,Not Distracted
4448,12,120024,1,0,Not Distracted
4449,12,120023,1,0,Not Distracted
4450,12,120022,1,0,Not Distracted
4451,12,120019,1,0,Not Distracted
4452,12,120018,1,0,Not Distracted
4453,12,120017,1,0,Not Distracted
4454,12,120015,1,0,Not Distracted
4455,12,120014,1,0,Not Distracted
4456,12,120011,1,0,Not Distracted
4457,12,120010,1,0,Not Distracted
4458,12,120200,1,0,Not Distracted
4459,12,120194,1,0,Not Distracted
4460,12,120195,1,0,Not Distracted
4461,12,120196,1,0,Not Distracted
4462,12,120197,1,0,Not Distracted
4463,12,120189,1,0,Not Distracted
4464,12,120204,1,0,Not Distracted
4465,12,120207,1,0,Not Distracted
4466,12,120208,1,0,Not Distracted
4467,12,120187,1,0,Not Distracted
4468,12,120185,1,0,Not Distracted
4469,12,120182,1,0,Not Distracted
4470,12,120181,1,0,Not Distracted
4471,12,120180,1,0,Not Distracted
4472,12,120177,1,0,Not Distracted
4473,12,120175,1,0,Not Distracted
4474,12,120168,1,0,Not Distracted
4475,12,120167,1,0,Not Distracted
4476,12,120220,1,0,Not Distracted
4477,12,120222,1,0,Not Distracted
4478,12,120223,1,0,Not Distracted
4479,12,120225,1,0,Not Distracted
4480,12,120233,1,0,Not Distracted
4481,12,120235,1,0,Not Distracted
4482,12,120236,1,0,Not Distracted
4483,12,120237,1,0,Not Distracted
4484,12,120238,1,0,Not Distracted
4485,12,120164,1,0,Not Distracted
4486,12,120219,1,0,Not Distracted
4487,12,120218,1,0,Not Distracted
4488,12,120217,1,0,Not Distracted
4489,12,120214,1,0,Not Distracted
4490,12,120213,1,0,Not Distracted
4491,12,120212,1,0,Not Distracted
4492,12,120210,1,0,Not Distracted
4493,12,120209,1,0,Not Distracted
4494,12,120125,1,0,Not Distracted
4495,12,120115,1,0,Not Distracted
4496,12,120117,1,0,Not Distracted
4497,12,120118,1,0,Not Distracted
4498,12,120120,1,0,Not Distracted
4499,12,120114,1,0,Not Distracted
4500,12,120126,1,0,Not Distracted
4501,12,120127,1,0,Not Distracted
4502,12,120128,1,0,Not Distracted
4503,12,120131,1,0,Not Distracted
4504,12,120112,1,0,Not Distracted
4505,12,120108,1,0,Not Distracted
4506,12,120107,1,0,Not Distracted
4507,12,120105,1,0,Not Distracted
4508,12,120147,1,0,Not Distracted
4509,12,120163,1,0,Not Distracted
4510,12,120160,1,0,Not Distracted
4511,12,120158,1,0,Not Distracted
4512,12,120157,1,0,Not Distracted
4513,12,120155,1,0,Not Distracted
4514,12,120149,1,0,Not Distracted
4515,12,120146,1,0,Not Distracted
4516,12,120145,1,0,Not Distracted
4517,12,120144,1,0,Not Distracted
4518,12,120142,1,0,Not Distracted
4519,12,120141,1,0,Not Distracted
4520,12,120137,1,0,Not Distracted
4521,12,120135,1,0,Not Distracted
4522,12,120134,1,0,Not Distracted
4523,12,120132,1,0,Not Distracted
4524,12,120506,1,0,Not Distracted
4525,12,121933,1,0,Not Distracted
4526,12,121923,1,0,Not Distracted
4527,12,121924,1,0,Not Distracted
4528,12,121929,1,0,Not Distracted
4529,12,121930,1,0,Not Distracted
4530,12,121932,1,0,Not Distracted
4531,12,121934,1,0,Not Distracted
4532,12,121935,1,0,Not Distracted
4533,12,121937,1,0,Not Distracted
4534,12,121939,1,0,Not Distracted
4535,12,121941,1,0,Not Distracted
4536,12,121942,1,0,Not Distracted
4537,12,121921,1,0,Not Distracted
4538,12,121918,1,0,Not Distracted
4539,12,121916,1,0,Not Distracted
4540,12,121915,1,0,Not Distracted
4541,12,121914,1,0,Not Distracted
4542,12,121913,1,0,Not Distracted
4543,12,121909,1,0,Not Distracted
4544,12,121908,1,0,Not Distracted
4545,12,121907,1,0,Not Distracted
4546,12,121961,1,0,Not Distracted
4547,12,121955,1,0,Not Distracted
4548,12,121958,1,0,Not Distracted
4549,12,121959,1,0,Not Distracted
4550,12,121954,1,0,Not Distracted
4551,12,121965,1,0,Not Distracted
4552,12,121966,1,0,Not Distracted
4553,12,121967,1,0,Not Distracted
4554,12,121953,1,0,Not Distracted
4555,12,121950,1,0,Not Distracted
4556,12,121949,1,0,Not Distracted
4557,12,121945,1,0,Not Distracted
4558,12,121944,1,0,Not Distracted
4559,12,121845,1,0,Not Distracted
4560,12,121849,1,0,Not Distracted
4561,12,121856,1,0,Not Distracted
4562,12,121857,1,0,Not Distracted
4563,12,121858,1,0,Not Distracted
4564,12,121860,1,0,Not Distracted
4565,12,121863,1,0,Not Distracted
4566,12,121867,1,0,Not Distracted
4567,12,121869,1,0,Not Distracted
4568,12,121870,1,0,Not Distracted
4569,12,121844,1,0,Not Distracted
4570,12,121842,1,0,Not Distracted
4571,12,121840,1,0,Not Distracted
4572,12,121837,1,0,Not Distracted
4573,12,121836,1,0,Not Distracted
4574,12,121835,1,0,Not Distracted
4575,12,121901,1,0,Not Distracted
4576,12,121891,1,0,Not Distracted
4577,12,121894,1,0,Not Distracted
4578,12,121895,1,0,Not Distracted
4579,12,121897,1,0,Not Distracted
4580,12,121900,1,0,Not Distracted
4581,12,121890,1,0,Not Distracted
4582,12,121903,1,0,Not Distracted
4583,12,121904,1,0,Not Distracted
4584,12,121905,1,0,Not Distracted
4585,12,121906,1,0,Not Distracted
4586,12,121971,1,0,Not Distracted
4587,12,121888,1,0,Not Distracted
4588,12,121887,1,0,Not Distracted
4589,12,121886,1,0,Not Distracted
4590,12,121885,1,0,Not Distracted
4591,12,121884,1,0,Not Distracted
4592,12,121882,1,0,Not Distracted
4593,12,121881,1,0,Not Distracted
4594,12,121880,1,0,Not Distracted
4595,12,121879,1,0,Not Distracted
4596,12,121873,1,0,Not Distracted
4597,12,121872,1,0,Not Distracted
4598,12,121871,1,0,Not Distracted
4599,12,122044,1,0,Not Distracted
4600,12,122046,1,0,Not Distracted
4601,12,122051,1,0,Not Distracted
4602,12,122052,1,0,Not Distracted
4603,12,122053,1,0,Not Distracted
4604,12,122055,1,0,Not Distracted
4605,12,122043,1,0,Not Distracted
4606,12,122057,1,0,Not Distracted
4607,12,122058,1,0,Not Distracted
4608,12,122059,1,0,Not Distracted
4609,12,122061,1,0,Not Distracted
4610,12,122042,1,0,Not Distracted
4611,12,122041,1,0,Not Distracted
4612,12,122040,1,0,Not Distracted
4613,12,122036,1,0,Not Distracted
4614,12,122034,1,0,Not Distracted
4615,12,122033,1,0,Not Distracted
4616,12,122032,1,0,Not Distracted
4617,12,122030,1,0,Not Distracted
4618,12,122089,1,0,Not Distracted
4619,12,122077,1,0,Not Distracted
4620,12,122078,1,0,Not Distracted
4621,12,122081,1,0,Not Distracted
4622,12,122082,1,0,Not Distracted
4623,12,122085,1,0,Not Distracted
4624,12,122093,1,0,Not Distracted
4625,12,122094,1,0,Not Distracted
4626,12,122097,1,0,Not Distracted
4627,12,122027,1,0,Not Distracted
4628,12,122075,1,0,Not Distracted
4629,12,122074,1,0,Not Distracted
4630,12,122073,1,0,Not Distracted
4631,12,122070,1,0,Not Distracted
4632,12,122068,1,0,Not Distracted
4633,12,122065,1,0,Not Distracted
4634,12,122064,1,0,Not Distracted
4635,12,122063,1,0,Not Distracted
4636,12,122062,1,0,Not Distracted
4637,12,121985,1,0,Not Distracted
4638,12,121987,1,0,Not Distracted
4639,12,121988,1,0,Not Distracted
4640,12,121993,1,0,Not Distracted
4641,12,121994,1,0,Not Distracted
4642,12,121995,1,0,Not Distracted
4643,12,121996,1,0,Not Distracted
4644,12,121983,1,0,Not Distracted
4645,12,121982,1,0,Not Distracted
4646,12,121981,1,0,Not Distracted
4647,12,121977,1,0,Not Distracted
4648,12,121973,1,0,Not Distracted
4649,12,121972,1,0,Not Distracted
4650,12,122014,1,0,Not Distracted
4651,12,122016,1,0,Not Distracted
4652,12,122017,1,0,Not Distracted
4653,12,122018,1,0,Not Distracted
4654,12,122021,1,0,Not Distracted
4655,12,122010,1,0,Not Distracted
4656,12,122024,1,0,Not Distracted
4657,12,122025,1,0,Not Distracted
4658,12,122026,1,0,Not Distracted
4659,12,121834,1,0,Not Distracted
4660,12,122007,1,0,Not Distracted
4661,12,122006,1,0,Not Distracted
4662,12,122004,1,0,Not Distracted
4663,12,122002,1,0,Not Distracted
4664,12,122001,1,0,Not Distracted
4665,12,122000,1,0,Not Distracted
4666,12,121998,1,0,Not Distracted
4667,12,121680,1,0,Not Distracted
4668,12,121673,1,0,Not Distracted
4669,12,121674,1,0,Not Distracted
4670,12,121675,1,0,Not Distracted
4671,12,121676,1,0,Not Distracted
4672,12,121678,1,0,Not Distracted
4673,12,121679,1,0,Not Distracted
4674,12,121672,1,0,Not Distracted
4675,12,121683,1,0,Not Distracted
4676,12,121685,1,0,Not Distracted
4677,12,121686,1,0,Not Distracted
4678,12,121687,1,0,Not Distracted
4679,12,121671,1,0,Not Distracted
4680,12,121668,1,0,Not Distracted
4681,12,121667,1,0,Not Distracted
4682,12,121666,1,0,Not Distracted
4683,12,121665,1,0,Not Distracted
4684,12,121664,1,0,Not Distracted
4685,12,121662,1,0,Not Distracted
4686,12,121654,1,0,Not Distracted
4687,12,121648,1,0,Not Distracted
4688,12,121647,1,0,Not Distracted
4689,12,121702,1,0,Not Distracted
4690,12,121703,1,0,Not Distracted
4691,12,121704,1,0,Not Distracted
4692,12,121705,1,0,Not Distracted
4693,12,121707,1,0,Not Distracted
4694,12,121708,1,0,Not Distracted
4695,12,121710,1,0,Not Distracted
4696,12,121711,1,0,Not Distracted
4697,12,121712,1,0,Not Distracted
4698,12,121645,1,0,Not Distracted
4699,12,121699,1,0,Not Distracted
4700,12,121698,1,0,Not Distracted
4701,12,121697,1,0,Not Distracted
4702,12,121696,1,0,Not Distracted
4703,12,121694,1,0,Not Distracted
4704,12,121693,1,0,Not Distracted
4705,12,121692,1,0,Not Distracted
4706,12,121691,1,0,Not Distracted
4707,12,121690,1,0,Not Distracted
4708,12,121689,1,0,Not Distracted
4709,12,121688,1,0,Not Distracted
4710,12,121595,1,0,Not Distracted
4711,12,121585,1,0,Not Distracted
4712,12,121588,1,0,Not Distracted
4713,12,121591,1,0,Not Distracted
4714,12,121597,1,0,Not Distracted
4715,12,121598,1,0,Not Distracted
4716,12,121599,1,0,Not Distracted
4717,12,121600,1,0,Not Distracted
4718,12,121603,1,0,Not Distracted
4719,12,121581,1,0,Not Distracted
4720,12,121580,1,0,Not Distracted
4721,12,121578,1,0,Not Distracted
4722,12,121577,1,0,Not Distracted
4723,12,121573,1,0,Not Distracted
4724,12,121572,1,0,Not Distracted
4725,12,121638,1,0,Not Distracted
4726,12,121629,1,0,Not Distracted
4727,12,121630,1,0,Not Distracted
4728,12,121632,1,0,Not Distracted
4729,12,121633,1,0,Not Distracted
4730,12,121634,1,0,Not Distracted
4731,12,121628,1,0,Not Distracted
4732,12,121640,1,0,Not Distracted
4733,12,121641,1,0,Not Distracted
4734,12,121642,1,0,Not Distracted
4735,12,121643,1,0,Not Distracted
4736,12,121715,1,0,Not Distracted
4737,12,121626,1,0,Not Distracted
4738,12,121625,1,0,Not Distracted
4739,12,121618,1,0,Not Distracted
4740,12,121616,1,0,Not Distracted
4741,12,121614,1,0,Not Distracted
4742,12,121611,1,0,Not Distracted
4743,12,121606,1,0,Not Distracted
4744,12,121605,1,0,Not Distracted
4745,12,121604,1,0,Not Distracted
4746,12,121798,1,0,Not Distracted
4747,12,121792,1,0,Not Distracted
4748,12,121793,1,0,Not Distracted
4749,12,121795,1,0,Not Distracted
4750,12,121797,1,0,Not Distracted
4751,12,121801,1,0,Not Distracted
4752,12,121802,1,0,Not Distracted
4753,12,121804,1,0,Not Distracted
4754,12,121786,1,0,Not Distracted
4755,12,121783,1,0,Not Distracted
4756,12,121780,1,0,Not Distracted
4757,12,121776,1,0,Not Distracted
4758,12,121775,1,0,Not Distracted
4759,12,121774,1,0,Not Distracted
4760,12,121827,1,0,Not Distracted
4761,12,121821,1,0,Not Distracted
4762,12,121824,1,0,Not Distracted
4763,12,121825,1,0,Not Distracted
4764,12,121826,1,0,Not Distracted
4765,12,121828,1,0,Not Distracted
4766,12,121829,1,0,Not Distracted
4767,12,121832,1,0,Not Distracted
4768,12,121833,1,0,Not Distracted
4769,12,121770,1,0,Not Distracted
4770,12,121818,1,0,Not Distracted
4771,12,121817,1,0,Not Distracted
4772,12,121815,1,0,Not Distracted
4773,12,121814,1,0,Not Distracted
4774,12,121813,1,0,Not Distracted
4775,12,121812,1,0,Not Distracted
4776,12,121810,1,0,Not Distracted
4777,12,121809,1,0,Not Distracted
4778,12,121732,1,0,Not Distracted
4779,12,121734,1,0,Not Distracted
4780,12,121735,1,0,Not Distracted
4781,12,121737,1,0,Not Distracted
4782,12,121738,1,0,Not Distracted
4783,12,121739,1,0,Not Distracted
4784,12,121740,1,0,Not Distracted
4785,12,121741,1,0,Not Distracted
4786,12,121728,1,0,Not Distracted
4787,12,121726,1,0,Not Distracted
4788,12,121725,1,0,Not Distracted
4789,12,121724,1,0,Not Distracted
4790,12,121723,1,0,Not Distracted
4791,12,121719,1,0,Not Distracted
4792,12,121718,1,0,Not Distracted
4793,12,121717,1,0,Not Distracted
4794,12,121769,1,0,Not Distracted
4795,12,121768,1,0,Not Distracted
4796,12,121767,1,0,Not Distracted
4797,12,121766,1,0,Not Distracted
4798,12,121765,1,0,Not Distracted
4799,12,121764,1,0,Not Distracted
4800,12,121762,1,0,Not Distracted
4801,12,121761,1,0,Not Distracted
4802,12,121760,1,0,Not Distracted
4803,12,121758,1,0,Not Distracted
4804,12,122098,1,0,Not Distracted
4805,12,121756,1,0,Not Distracted
4806,12,121754,1,0,Not Distracted
4807,12,121750,1,0,Not Distracted
4808,12,121748,1,0,Not Distracted
4809,12,121747,1,0,Not Distracted
4810,12,121746,1,0,Not Distracted
4811,12,121745,1,0,Not Distracted
4812,12,121744,1,0,Not Distracted
4813,12,121743,1,0,Not Distracted
4814,12,122427,1,0,Not Distracted
4815,12,122428,1,0,Not Distracted
4816,12,122429,1,0,Not Distracted
4817,12,122434,1,0,Not Distracted
4818,12,122435,1,0,Not Distracted
4819,12,122437,1,0,Not Distracted
4820,12,122438,1,0,Not Distracted
4821,12,122440,1,0,Not Distracted
4822,12,122441,1,0,Not Distracted
4823,12,122423,1,0,Not Distracted
4824,12,122421,1,0,Not Distracted
4825,12,122420,1,0,Not Distracted
4826,12,122416,1,0,Not Distracted
4827,12,122415,1,0,Not Distracted
4828,12,122414,1,0,Not Distracted
4829,12,122413,1,0,Not Distracted
4830,12,122412,1,0,Not Distracted
4831,12,122411,1,0,Not Distracted
4832,12,122463,1,0,Not Distracted
4833,12,122456,1,0,Not Distracted
4834,12,122457,1,0,Not Distracted
4835,12,122458,1,0,Not Distracted
4836,12,122459,1,0,Not Distracted
4837,12,122461,1,0,Not Distracted
4838,12,122465,1,0,Not Distracted
4839,12,122466,1,0,Not Distracted
4840,12,122470,1,0,Not Distracted
4841,12,122453,1,0,Not Distracted
4842,12,122452,1,0,Not Distracted
4843,12,122451,1,0,Not Distracted
4844,12,122450,1,0,Not Distracted
4845,12,122449,1,0,Not Distracted
4846,12,122448,1,0,Not Distracted
4847,12,122447,1,0,Not Distracted
4848,12,122446,1,0,Not Distracted
4849,12,122444,1,0,Not Distracted
4850,12,122443,1,0,Not Distracted
4851,12,122370,1,0,Not Distracted
4852,12,122360,1,0,Not Distracted
4853,12,122361,1,0,Not Distracted
4854,12,122366,1,0,Not Distracted
4855,12,122368,1,0,Not Distracted
4856,12,122369,1,0,Not Distracted
4857,12,122374,1,0,Not Distracted
4858,12,122375,1,0,Not Distracted
4859,12,122376,1,0,Not Distracted
4860,12,122355,1,0,Not Distracted
4861,12,122353,1,0,Not Distracted
4862,12,122351,1,0,Not Distracted
4863,12,122350,1,0,Not Distracted
4864,12,122346,1,0,Not Distracted
4865,12,122345,1,0,Not Distracted
4866,12,122344,1,0,Not Distracted
4867,12,122342,1,0,Not Distracted
4868,12,122401,1,0,Not Distracted
4869,12,122390,1,0,Not Distracted
4870,12,122394,1,0,Not Distracted
4871,12,122395,1,0,Not Distracted
4872,12,122396,1,0,Not Distracted
4873,12,122397,1,0,Not Distracted
4874,12,122404,1,0,Not Distracted
4875,12,122406,1,0,Not Distracted
4876,12,122407,1,0,Not Distracted
4877,12,122410,1,0,Not Distracted
4878,12,122388,1,0,Not Distracted
4879,12,122383,1,0,Not Distracted
4880,12,122381,1,0,Not Distracted
4881,12,122378,1,0,Not Distracted
4882,12,122377,1,0,Not Distracted
4883,12,122556,1,0,Not Distracted
4884,12,122557,1,0,Not Distracted
4885,12,122558,1,0,Not Distracted
4886,12,122560,1,0,Not Distracted
4887,12,122555,1,0,Not Distracted
4888,12,122565,1,0,Not Distracted
4889,12,122566,1,0,Not Distracted
4890,12,122569,1,0,Not Distracted
4891,12,122570,1,0,Not Distracted
4892,12,122554,1,0,Not Distracted
4893,12,122551,1,0,Not Distracted
4894,12,122548,1,0,Not Distracted
4895,12,122544,1,0,Not Distracted
4896,12,122543,1,0,Not Distracted
4897,12,122542,1,0,Not Distracted
4898,12,122540,1,0,Not Distracted
4899,12,122539,1,0,Not Distracted
4900,12,122538,1,0,Not Distracted
4901,12,122584,1,0,Not Distracted
4902,12,122587,1,0,Not Distracted
4903,12,122588,1,0,Not Distracted
4904,12,122592,1,0,Not Distracted
4905,12,122594,1,0,Not Distracted
4906,12,122582,1,0,Not Distracted
4907,12,122597,1,0,Not Distracted
4908,12,122598,1,0,Not Distracted
4909,12,122601,1,0,Not Distracted
4910,12,122604,1,0,Not Distracted
4911,12,122581,1,0,Not Distracted
4912,12,122580,1,0,Not Distracted
4913,12,122579,1,0,Not Distracted
4914,12,122577,1,0,Not Distracted
4915,12,122574,1,0,Not Distracted
4916,12,122573,1,0,Not Distracted
4917,12,122571,1,0,Not Distracted
4918,12,122492,1,0,Not Distracted
4919,12,122483,1,0,Not Distracted
4920,12,122485,1,0,Not Distracted
4921,12,122486,1,0,Not Distracted
4922,12,122487,1,0,Not Distracted
4923,12,122488,1,0,Not Distracted
4924,12,122491,1,0,Not Distracted
4925,12,122494,1,0,Not Distracted
4926,12,122495,1,0,Not Distracted
4927,12,122497,1,0,Not Distracted
4928,12,122498,1,0,Not Distracted
4929,12,122499,1,0,Not Distracted
4930,12,122500,1,0,Not Distracted
4931,12,122502,1,0,Not Distracted
4932,12,122481,1,0,Not Distracted
4933,12,122480,1,0,Not Distracted
4934,12,122478,1,0,Not Distracted
4935,12,122477,1,0,Not Distracted
4936,12,122476,1,0,Not Distracted
4937,12,122475,1,0,Not Distracted
4938,12,122474,1,0,Not Distracted
4939,12,122473,1,0,Not Distracted
4940,12,122471,1,0,Not Distracted
4941,12,122520,1,0,Not Distracted
4942,12,122535,1,0,Not Distracted
4943,12,122534,1,0,Not Distracted
4944,12,122531,1,0,Not Distracted
4945,12,122529,1,0,Not Distracted
4946,12,122527,1,0,Not Distracted
4947,12,122526,1,0,Not Distracted
4948,12,122524,1,0,Not Distracted
4949,12,122341,1,0,Not Distracted
4950,12,122519,1,0,Not Distracted
4951,12,122518,1,0,Not Distracted
4952,12,122517,1,0,Not Distracted
4953,12,122515,1,0,Not Distracted
4954,12,122513,1,0,Not Distracted
4955,12,122507,1,0,Not Distracted
4956,12,122506,1,0,Not Distracted
4957,12,122505,1,0,Not Distracted
4958,12,122504,1,0,Not Distracted
4959,12,122503,1,0,Not Distracted
4960,12,122177,1,0,Not Distracted
4961,12,122178,1,0,Not Distracted
4962,12,122180,1,0,Not Distracted
4963,12,122183,1,0,Not Distracted
4964,12,122176,1,0,Not Distracted
4965,12,122185,1,0,Not Distracted
4966,12,122186,1,0,Not Distracted
4967,12,122187,1,0,Not Distracted
4968,12,122175,1,0,Not Distracted
4969,12,122174,1,0,Not Distracted
4970,12,122173,1,0,Not Distracted
4971,12,122171,1,0,Not Distracted
4972,12,122170,1,0,Not Distracted
4973,12,122169,1,0,Not Distracted
4974,12,122166,1,0,Not Distracted
4975,12,122165,1,0,Not Distracted
4976,12,122164,1,0,Not Distracted
4977,12,122214,1,0,Not Distracted
4978,12,122206,1,0,Not Distracted
4979,12,122208,1,0,Not Distracted
4980,12,122209,1,0,Not Distracted
4981,12,122215,1,0,Not Distracted
4982,12,122218,1,0,Not Distracted
4983,12,122220,1,0,Not Distracted
4984,12,122162,1,0,Not Distracted
4985,12,122205,1,0,Not Distracted
4986,12,122204,1,0,Not Distracted
4987,12,122203,1,0,Not Distracted
4988,12,122201,1,0,Not Distracted
4989,12,122199,1,0,Not Distracted
4990,12,122197,1,0,Not Distracted
4991,12,122194,1,0,Not Distracted
4992,12,122191,1,0,Not Distracted
4993,12,122190,1,0,Not Distracted
4994,12,122188,1,0,Not Distracted
4995,12,122120,1,0,Not Distracted
4996,12,122115,1,0,Not Distracted
4997,12,122116,1,0,Not Distracted
4998,12,122113,1,0,Not Distracted
4999,12,122121,1,0,Not Distracted
5000,12,122122,1,0,Not Distracted
5001,12,122123,1,0,Not Distracted
5002,12,122125,1,0,Not Distracted
5003,12,122112,1,0,Not Distracted
5004,12,122111,1,0,Not Distracted
5005,12,122110,1,0,Not Distracted
5006,12,122108,1,0,Not Distracted
5007,12,122107,1,0,Not Distracted
5008,12,122106,1,0,Not Distracted
5009,12,122102,1,0,Not Distracted
5010,12,122101,1,0,Not Distracted
5011,12,122146,1,0,Not Distracted
5012,12,122147,1,0,Not Distracted
5013,12,122152,1,0,Not Distracted
5014,12,122145,1,0,Not Distracted
5015,12,122153,1,0,Not Distracted
5016,12,122155,1,0,Not Distracted
5017,12,122156,1,0,Not Distracted
5018,12,122157,1,0,Not Distracted
5019,12,122159,1,0,Not Distracted
5020,12,122221,1,0,Not Distracted
5021,12,122144,1,0,Not Distracted
5022,12,122137,1,0,Not Distracted
5023,12,122134,1,0,Not Distracted
5024,12,122131,1,0,Not Distracted
5025,12,122129,1,0,Not Distracted
5026,12,122127,1,0,Not Distracted
5027,12,122295,1,0,Not Distracted
5028,12,122287,1,0,Not Distracted
5029,12,122288,1,0,Not Distracted
5030,12,122291,1,0,Not Distracted
5031,12,122292,1,0,Not Distracted
5032,12,122293,1,0,Not Distracted
5033,12,122297,1,0,Not Distracted
5034,12,122298,1,0,Not Distracted
5035,12,122300,1,0,Not Distracted
5036,12,122301,1,0,Not Distracted
5037,12,122286,1,0,Not Distracted
5038,12,122284,1,0,Not Distracted
5039,12,122283,1,0,Not Distracted
5040,12,122282,1,0,Not Distracted
5041,12,122276,1,0,Not Distracted
5042,12,122275,1,0,Not Distracted
5043,12,122274,1,0,Not Distracted
5044,12,122272,1,0,Not Distracted
5045,12,122271,1,0,Not Distracted
5046,12,122270,1,0,Not Distracted
5047,12,122329,1,0,Not Distracted
5048,12,122321,1,0,Not Distracted
5049,12,122322,1,0,Not Distracted
5050,12,122323,1,0,Not Distracted
5051,12,122324,1,0,Not Distracted
5052,12,122325,1,0,Not Distracted
5053,12,122326,1,0,Not Distracted
5054,12,122328,1,0,Not Distracted
5055,12,122331,1,0,Not Distracted
5056,12,122334,1,0,Not Distracted
5057,12,122338,1,0,Not Distracted
5058,12,122319,1,0,Not Distracted
5059,12,122314,1,0,Not Distracted
5060,12,122311,1,0,Not Distracted
5061,12,122310,1,0,Not Distracted
5062,12,122307,1,0,Not Distracted
5063,12,122306,1,0,Not Distracted
5064,12,122303,1,0,Not Distracted
5065,12,122302,1,0,Not Distracted
5066,12,122242,1,0,Not Distracted
5067,12,122237,1,0,Not Distracted
5068,12,122239,1,0,Not Distracted
5069,12,122241,1,0,Not Distracted
5070,12,122236,1,0,Not Distracted
5071,12,122244,1,0,Not Distracted
5072,12,122245,1,0,Not Distracted
5073,12,122246,1,0,Not Distracted
5074,12,122248,1,0,Not Distracted
5075,12,122234,1,0,Not Distracted
5076,12,122233,1,0,Not Distracted
5077,12,122232,1,0,Not Distracted
5078,12,122230,1,0,Not Distracted
5079,12,122229,1,0,Not Distracted
5080,12,122228,1,0,Not Distracted
5081,12,122227,1,0,Not Distracted
5082,12,122226,1,0,Not Distracted
5083,12,122225,1,0,Not Distracted
5084,12,122224,1,0,Not Distracted
5085,12,122223,1,0,Not Distracted
5086,12,122256,1,0,Not Distracted
5087,12,122269,1,0,Not Distracted
5088,12,122268,1,0,Not Distracted
5089,12,122267,1,0,Not Distracted
5090,12,122264,1,0,Not Distracted
5091,12,122263,1,0,Not Distracted
5092,12,122262,1,0,Not Distracted
5093,12,122261,1,0,Not Distracted
5094,12,122260,1,0,Not Distracted
5095,12,122259,1,0,Not Distracted
5096,12,122258,1,0,Not Distracted
5097,12,122257,1,0,Not Distracted
5098,12,121571,1,0,Not Distracted
5099,12,122255,1,0,Not Distracted
5100,12,122254,1,0,Not Distracted
5101,12,122253,1,0,Not Distracted
5102,12,122249,1,0,Not Distracted
5103,12,120868,1,0,Not Distracted
5104,12,120869,1,0,Not Distracted
5105,12,120874,1,0,Not Distracted
5106,12,120877,1,0,Not Distracted
5107,12,120881,1,0,Not Distracted
5108,12,120882,1,0,Not Distracted
5109,12,120884,1,0,Not Distracted
5110,12,120885,1,0,Not Distracted
5111,12,120888,1,0,Not Distracted
5112,12,120891,1,0,Not Distracted
5113,12,120867,1,0,Not Distracted
5114,12,120865,1,0,Not Distracted
5115,12,120863,1,0,Not Distracted
5116,12,120862,1,0,Not Distracted
5117,12,120856,1,0,Not Distracted
5118,12,120855,1,0,Not Distracted
5119,12,120853,1,0,Not Distracted
5120,12,120851,1,0,Not Distracted
5121,12,120850,1,0,Not Distracted
5122,12,120849,1,0,Not Distracted
5123,12,120919,1,0,Not Distracted
5124,12,120911,1,0,Not Distracted
5125,12,120913,1,0,Not Distracted
5126,12,120915,1,0,Not Distracted
